author	inferreddate	shorttitle	place	genres	first_name	estimated_gender
Wenz, Paul	1908.0	Diary of a new chum	enk		Paul	m
Wilberforce, Samuel	1908.0	Agathos, the Rocky island	enk		Samuel	m
Lou??s, Pierre	1908.0	Woman and puppet, etc	enk		Pierre	m
Gordon, Lina Duff	1908.0	Home life in Italy;	enk		Lina	f
Speilmann, M. H, Mrs	1908.0	My son and I	enk		M	unknown
Ford, Ford Madox	1908.0	The fifth queen crowned : a romance	enk		Ford	unknown
Hamilton, Anthony	1908.0	Memoirs of Count Grammont	stk		Anthony	m
Jókai, Mór	1908.0	Manasseh : a story of the stirring days of '48	enk		Mr	unknown
froði, Ari Þorgilsson	1908.0	The book of the settlement of Iceland : translated from the original Icelandic of Ari the Learned	enk		Ari	m
Dawson, Warrington	1908.0	The scourge	enk		Warrington	unknown
Churchill, Winston, Sir	1908.0	Mr. Crewe's career	enk		Winston	m
Gilchrist, Murray	1908.0	Good-bye to market : a collection of stories	enk		Murray	m
Hubbard, Mina	1908.0	A woman's way through unknown Labrador; an account of the exploration of the Nascaupee and George rivers	enk		Mina	f
Atkey, Bertram	1908.0	Easy money : the genuine book of Henry Mitch, his diligent search for other folk's wealth, and his urgent fear of the feminine	enk		Bertram	m
Blackburn, Douglas	1908.0	Leaven : a black and white story	enk		Douglas	m
Annesley, Maude	1908.0	The wine of life	enk		Maude	f
Clifford, Hugh Charles, Sir	1908.0	Saleh : a sequel	stk	Novel	Hugh	m
Cobb, Thomas	1908.0	The Chichester intrigue	enk	Novel	Thomas	m
Hickey, Emily Henrietta	1908.0	Lois	enk		Emily	f
Yorke, Curtis	1908.0	The other Sara	enk		Curtis	m
Hill, William Kirkpatrick	1908.0	Edwin Trafford, altruist : an economic romance	enk		William	m
Jacob, Violet	1908.0	Irresolute Catherine	enk		Violet	f
Buckrose, J. E	1908.0	The wolf	enk	Novel	J	unknown
Macdonald, W. A. (William Allan)	1908.0	The oldest story. Doings of our ancestors in India 10,000 years ago	enk		William	m
Neuman, B. Paul (Berman Paul)	1908.0	Dominy's dollars	enk		Berman	unknown
Steel, Flora Annie Webster	1908.0	A prince of dreamers	enk		Flora	f
Bowen, Marjorie	1908.0	A moment's madness;	enk		Marjorie	f
Sergeant, Adeline	1908.0	The passion of Paul Marillier	enk	Novel	Adeline	f
Grand Duke. Michael Michaelowitch	1908.0	Never say die	enk		Grand	unknown
Vachell, Horace Annesley	1908.0	The waters of Jordan	enk		Horace	m
Wylde, Katharine	1908.0	Lady Julia's emerald	enk		Katharine	f
Belloc, Hilaire	1908.0	On nothing & kindred subjects	enk		Hilaire	m
Yoxall, J. H. (James Henry), Sir	1908.0	Château Royal	enk	Novel	James	m
Graham, Winifred (Matilda Winifred Muriel)	1908.0	Ezra the Mormon	enk		Matilda	f
Fitz-Maurice, Gabrielle	1908.0	Mrs. Fitz-Maurice on leave	enk		Gabrielle	f
Yorke, Curtis	1908.0	Only Betty	enk		Curtis	m
Langbridge, Rosamond	1908.0	Imperial Richenda; a fantastic comedy	enk		Rosamond	f
Orczy, Emmuska Orczy, Baroness	1908.0	The old man in the corner	enk		Emmuska	unknown
Oxenham, John	1908.0	The song of Hyacinth, and other stories	enk		John	m
Maxwell, Gerald	1908.0	The fear of life	stk		Gerald	m
Sinclair, May	1908.0	Mr. and Mrs. Nevill Tyson	stk		May	f
Perrin, Alice	1908.0	The stronger claim	enk		Alice	f
Buckrose, J. E	1908.0	Voices	enk		J	unknown
Williamson, William Henry	1908.0	The prince's marriage	enk		William	m
Williamson, C. N. (Charles Norris)	1908.0	Scarlet runner	enk		Charles	m
Howard, Keble	1908.0	Miss Charity : a tale from my heart	enk		Keble	unknown
Sutcliffe, Halliwell	1908.0	Through sorrow's gates : a tale of the lonely heath	enk		Halliwell	unknown
Oakstone, Arthur	1908.0	A knight errant in Turkey	enk		Arthur	m
Gilbert, W. S. (William Schwenck)	1908.0	The Pinafore picture book	enk		William	m
Raine, Allen	1908.0	Neither storehouse nor barn	enk	Novel	Allen	m
Bojer, Johan	1908.0	The power of a lie	enk		Johan	m
Ford, Ford Madox	1908.0	Mr. Apollo : a just possible story	enk		Ford	unknown
Birmingham, George A	1908.0	The bad times	enk		George	m
Bodkin, M. McDonnell (Matthias McDonnell)	1908.0	The quests of Paul Beck	enk		Matthias	m
Durand, Henry Mortimer, Sir	1908.0	Nadir Shah	enk		Henry	m
Nicholson, Meredith	1908.0	The war of the Carolinas	enk		Meredith	f
J????kai, M????r	1908.0	The baron's sons;	enk		Mr	unknown
Mordaunt, Elinor	1908.0	The garden of contentment	enk		Elinor	f
Day, Lal Behari	1908.0	Folk-tales of Bengal	enk		Lal	m
Eliot, George	1908.0	Adam Bede. The lifted veil	enk		George	m
Eliot, George	1908.0		enk		George	m
Eliot, George	1908.0	The complete works of George Eliot	enk		George	m
White, Percy	1908.0	Love and the poor suitor	enk		Percy	m
Dawson, A. J. (Alec John)	1908.0	Finn the wolfhound	enk		Alec	m
Chaucer, Geoffrey	1908.0	Tales of the Canterbury pilgrims : retold from Chaucer & others	enk		Geoffrey	m
Macbride, Mackenzie	1908.0	King Penda's Captain. A romance of fighting in the days of the Anglo-Saxons	enk		Mackenzie	f
Penny, F. E. (Fanny Emily)	1908.0	The inevitable law	enk		Fanny	f
Leverson, Ada	1908.0	Love's shadow	enk		Ada	f
Flecker, James Elroy	1908.0	The last generation	enk		James	m
Mallock, W. H. (William Hurrell)	1908.0	An immortal soul, a novel	enk		William	m
MacBride, MacKenzie	1908.0	King Penda's captain	enk		Mackenzie	f
Fletcher, J. S. (Joseph Smith)	1908.0	Paradise Court	enk		Joseph	m
Gould, Nathaniel	1908.0	The dapple grey	enk		Nathaniel	m
Muddock, Joyce Emmerson Preston	1908.0	In the face of night	enk		Joyce	f
Baring, Maurice	1909.0	Orpheus in Mayfair and other stories and sketches	enk		Maurice	m
Kaye-Smith, Sheila	1909.0	Starbrace	enk		Sheila	f
Catling, Thomas	1909.0	The press album	enk		Thomas	m
Crawford, F. Marion (Francis Marion)	1909.0	Stradella	enk		Francis	m
Gwynn, Stephen Lucius	1909.0	Robert Emmet, a historical romance	enk		Stephen	m
Haggard, H. Rider (Henry Rider)	1909.0	The lady of Blossholme	enk		Henry	m
Barlow, Jane	1909.0	Irish ways	enk		Jane	f
Phillpotts, Eden	1909.0	The fun of the fair	enk		Eden	f
Craufurd, Russell	1909.0	The ramblings of an old mummer	enk		Russell	m
Jones, Henry Festing	1909.0	Diversions in Sicily	enk		Henry	m
Defoe, Daniel	1909.0	Defoe	enk		Daniel	m
Oxenham, John	1909.0	Great-heart Gillian	enk		John	m
Belloc, Hilaire	1909.0	A change in the cabinet	enk		Hilaire	m
Tynan, Katharine	1909.0	Mary Gray	enk		Katharine	f
Kipling, Rudyard	1909.0	Actions and reactions	enk		Rudyard	unknown
Goldsmith, Oliver	1909.0	The plays of Oliver Goldsmith, together with The vicar of Wakefield	enk		Oliver	m
Thackeray, William Makepeace	1909.0	Thackeray	enk	Mixed	William	m
France, Anatole	1909.0	The well of Saint Clare	enk		Anatole	m
Dutt, Romesh Chunder	1909.0	The slave girl of Agra; an Indian historical romance	enk		Romesh	m
Cunninghame Graham, R. B. (Robert Bontine)	1909.0	Faith	enk		Robert	m
Meredith, George	1909.0	The works of George Meredith	enk		George	m
Cervantes Saavedra, Miguel de	1909.0	Stories	enk		Miguel	m
Boccaccio, Giovanni	1909.0	The Decameron preserved to posterity	enk		Giovanni	m
Somadeva Bha?__?__a	1909.0	"The golden town, and other tales from Soma-Deva's ""Ocean of romance-rivers,"""	enk		Somadeva	unknown
	1909.0	Cuchulain, the hound of Ulster	enk			unknown
Tolstoy, Leo, graf	1909.0	The teaching of Jesus	enk		Leo	m
Lemaître, Jules	1909.0	Their majesties the kings	enk		Jules	m
Clift, C Winifred Lechmere	1909.0	Very Far East	enk		C	unknown
Bain, F. W. (Francis William)	1909.0	A mine of faults	enk		Francis	m
Guerber, H. A. (Hélène Adeline)	1909.0	Myths & legends of the Middle Ages, their origin and influence on literature and art	enk		Hlne	unknown
Carmichael, Amy	1909.0	Lotus buds	enk		Amy	f
Benson, E. F. (Edward Frederick)	1909.0	A Reaping	enk		Edward	m
Cardigan and Lancastre, Adeline Louis Maria de Horsey	1909.0	My recollections	enk		Adeline	f
Fullerton, Georgiana Charlotte Seveson-Gower, Lady	1909.0	A stormy life : Queen Margaret's journal, a novel	enk		Georgiana	f
Ward, Mary Augusta	1909.0	Daphne	enk		Mary	f
Scott, Hugh Stowell	1909.0	With edged tools	enk		Hugh	m
Scott, Hugh Stowell	1909.0	The grey lady	enk		Hugh	m
Scott, Hugh Stowell	1909.0	Flotsam : the study of a life	enk		Hugh	m
France, Anatole	1909.0	Balthasar	enk		Anatole	m
Sieroszewski, Waclaw	1909.0	A flight from Siberia	enk		Waclaw	unknown
	1909.0	The Humour of America	enk			unknown
	1909.0	The Humour of Russia	enk			unknown
Fowler, W. Warde (William Warde)	1909.0	Tales of the birds	enk		William	m
MacDonald, George	1909.0	The portent, and other stories	enk		George	m
O'Reilly, John Boyle	1909.0	Moondyne; a story of convict life in Australia	enk		John	m
Wilkins, Louisa (Jebb)	1909.0	By desert ways to Baghdad	enk		Jebb	unknown
De S??lincourt, Hugh	1909.0	The way things happen;	enk		Hugh	m
Connor, Ralph	1909.0	The foreigner, a tale of Saskatchewan	enk		Ralph	m
Patterson, Arthur H	1909.0	Man and nature on tidal waters	enk		Arthur	m
DeGruch??, Kingston	1909.0	Beside the red mountain	enk		Kingston	unknown
Locke, William John	1909.0	The white dove	enk		William	m
Dumas, Alexandre	1909.0	My pets	enk		Alexandre	m
Baring, Maurice	1909.0	Orpheus in Mayfair	enk		Maurice	m
Maturin, Edith (Money)	1909.0	Petticoat pilgrims on trek	enk		Money	unknown
Winstanley, Lilian	1909.0	The scholar vagabond	enk		Lilian	f
Vaka, Demetra	1909.0	Some pages from the life of Turkish women	enk		Demetra	f
Anderson, A. J. (Arthur James)	1909.0	The romance of Fra Filippo Lippi: a new version of the love story of the friar-artist and the nun Lucrezia	enk		Arthur	m
Farrar, Frederic William	1909.0	Julian Home;	enk		Frederic	m
Mitra, Siddha Mohana	1909.0	Hindupore	enk		Siddha	unknown
Gould, Frederick James	1909.0	"Stories for moral instruction : supplementary volume containing additional stories illustrative of the topics treated in the four volumes of ""The children's book of moral lessons,"" also ""The story of the Nibelungs"""	enk		Frederick	m
Ross-Johnson, Cecil	1909.0	The trader : a venture in New Guinea	enk		Cecil	m
Bjørnson, Bjørnstjerne	1909.0	Mary	enk		Bjrnstjerne	unknown
Ghosh, Sarath Kumar	1909.0	The prince of destiny	enk		Sarath	unknown
Underhill, Evelyn	1909.0	The column of dust	enk		Evelyn	f
Straus, Ralph	1909.0	The scandalous Mr. Waldo	enk		Ralph	m
Caffyn, Kathleen Mannington (Hunt)	1909.0	"""Whoso breaketh an hedge,"""	enk		Hunt	unknown
Brightwen, Eliza	1909.0	Wild nature won by kindness	enk		Eliza	f
Devereux, W. A	1909.0	Sir Walter Ralegh	enk		W	unknown
Fielding, Henry	1909.0	Fielding;	enk		Henry	m
Grier, Sydney C	1909.0	The path to honour	enk		Sydney	m
Hogg, James	1909.0	Domestic manners of Sir Walter Scott	enk		James	m
Mantegazza, Paolo	1909.0	"The legends of flowers: or, ""'Tis love that makes the world go round."""	stk		Paolo	m
Mirabeau, Honor??-Gabriel de Riqueti	1909.0	Mirabeau's love-letters	enk		Honor	f
Walker, William Sylvester	1909.0	What lay beneath	enk		William	m
Castaigne, Andr??	1909.0	The bill-toppers	enk		Andr	unknown
Morrison, Arthur	1909.0	Green ginger	enk		Arthur	m
Poe, Edgar Allan	1909.0	Selected tales of mystery	enk		Edgar	m
Sidgwick, Alfred, Mrs	1909.0	The Severins	enk		Alfred	m
Turquan, Joseph	1909.0	The love affairs of Napoleon	enk		Joseph	m
Weindel, Henri de	1909.0	The real Francis-Joseph	enk		Henri	m
Becke, Louis	1909.0	?_Neath austral skies	enk		Louis	m
Bennett, Arnold	1909.0	The glimpse;	enk		Arnold	m
Carey, Rosa Nouchette	1909.0	Mary St. John	enk		Rosa	f
Davies, W. H. (William Henry)	1909.0	Beggars	enk		William	m
Hill, Headon	1909.0	A traitor's wooing	enk		Headon	unknown
Sladen, Douglas Brooke Wheelton	1909.0	The tragedy of the pyramids;	enk		Douglas	m
Baldwin, May	1909.0	Barbara Bellamy, a public school girl	enk		May	f
George, Marguerite Jos??phine Weimer	1909.0	A favourite of Napoleon;	enk		Marguerite	f
Clarke, Violet	1909.0	Leaves	enk		Violet	f
Bourne, George	1909.0	Memoirs of a surrey labourer	enk		George	m
Hichens, Robert	1909.0	Barbary sheep	enk		Robert	m
	1909.0	The tale of Queen Rosana : and of Rosana, her daughter and of the King's son Aulimento	enk			unknown
France, Anatole	1909.0	Tha??s	enk		Anatole	m
Le Queux, William	1909.0	Treasure of Israel	enk		William	m
Robinson, Emma	1909.0	Whitefriars;	enk		Emma	f
Ayscough, John	1909.0	A Roman tragedy and others	enk		John	m
Harland, Henry	1909.0	The royal end	enk		Henry	m
Sinclair, Francis	1909.0	From the four winds	enk		Francis	m
DeKay, John Wesley	1909.0	The weaver and the way of life	enk		John	m
Macdonald, Robert M. (Robert Maclauchlan)	1909.0	Chillagoe Charlie	enk	Mystery fiction	Robert	m
Hyatt, Stanley Portal	1909.0	The end of the road : a novel	enk		Stanley	m
Verne, Jules	1909.0	Abandoned	enk		Jules	m
	1909.0	The Lords' debate on the Finance bill, 1909	enk			unknown
Blackwood, Algernon	1909.0	The education of Uncle Paul	enk		Algernon	unknown
Deeping, Warwick	1909.0	The red saint	enk		Warwick	m
Henham, Ernest G. (Ernest George)	1909.0	Granite	enk		Ernest	m
Sidgwick, Frank	1909.0	Love and battles	enk		Frank	m
Hudson, W. H. (William Henry)	1909.0	South American sketches	enk		William	m
	1909.0	"The Book of good counsels : from the Sanskrit of the ""Hitopadeśa"""	stk			unknown
Bennett, Arnold	1909.0	The glimpse; an adventure of the soul	enk		Arnold	m
Gautier, Théophile	1909.0	[Works of Gautier]	enk		Thophile	unknown
Palmer, Gertrude	1909.0	Word-pictures from Cherry-tree land	enk		Gertrude	f
De Morgan, William Frend	1909.0	It never can happen again	enk		William	m
	1909.0	[Reports and minutes of evidence]	enk			unknown
Boccaccio, Giovanni	1909.0	The story of Griselda : being the tenth story of the tenth day from the Decameron of Messer Giovanni Boccaccio	enk		Giovanni	m
Whitworth, Geoffrey Arundel	1909.0	A book of whimsies	enk		Geoffrey	m
Richards, Charles Napier	1909.0	Atalanta, or, Twelve months in the star	enk		Charles	m
	1909.0	Humours of the country	enk			unknown
Wilde, Oscar	1909.0	Works	enk		Oscar	m
Strang, Herbert	1909.0	Humphrey Bold; his chances and mischances by land and sea. A story of the time of Benbow	enk		Herbert	m
Orczy, Emmuska Orczy, Baroness	1909.0	The case of Miss Elliott	enk		Emmuska	unknown
Meade, L. T	1909.0	The fountain of beauty	enk		L	unknown
Zangwill, Israel	1909.0	Children of the ghetto	enk		Israel	m
Schmidt, Otto Ernst	1909.0	Asmus Semper	enk		Otto	m
Lyons, A. Neil (Albert Neil)	1909.0	Sixpenny pieces	enk		Albert	m
Seton, Ernest Thompson	1909.0	Animal heroes	enk		Ernest	m
Glasgow, Ellen Anderson Gholson	1909.0	The romance of a plain man	enk		Ellen	f
Gould, Nathaniel	1909.0	The buckjumper	enk		Nathaniel	m
Orczy, Emmuska Orczy, Baroness	1909.0	The nest of the sparrowhawk, a romance of the 17th century	enk		Emmuska	unknown
Le Queux, William	1909.0	Spies of the kaiser plotting the downfall of England	enk		William	m
Gautier, Théophile	1909.0	The complete works	enk		Thophile	unknown
Penny, F. E	1909.0	The unlucky mark	enk		F	unknown
La Motte-Fouqu??, Friedrich Heinrich Karl	1909.0	Undine	enk		Friedrich	m
Jerrold, Walter	1909.0	The true annals of fairyland in the reign of King Oberon	enk		Walter	m
Baring, Maurice	1910.0	Dead letters	enk		Maurice	m
Phillpotts, Eden	1910.0	The thief of virtue	enk		Eden	f
Scott-James, R. A. (Rolfe Arnold)	1910.0	An Englishman in Ireland: impressions of a journey in a canoe by river, lough and canal	enk		Rolfe	unknown
Ashbee, C. R. (Charles Robert)	1910.0	The building of Thelema	enk		Charles	m
Hanshew, Thomas W	1910.0	Fate & the man	enk		Thomas	m
Castle, Agnes	1910.0	Panther's cub	enk		Agnes	f
Lawler, O'Dermid W	1910.0	East London visions	enk		Odermid	unknown
Cunninghame Graham, R. B. (Robert Bontine)	1910.0	Hope	enk		Robert	m
Bennett, Arnold	1910.0	Sacred & profane love, a novel in three episodes	enk		Arnold	m
Disraeli, Benjamin, Earl of Beaconsfield	1910.0	The young duke ... Count Alarcos: a tragedy. By the Earl of Baconsfield	enk		Benjamin	m
Holt-White, William Edward Bradden	1910.0	Helen of all time	enk		William	m
Benson, Robert Hugh, (Spirit)	1910.0	A winnowing	enk		Robert	m
Dickens, Charles	1910.0	Life and adventures of Martin Chuzzlewit	enk		Charles	m
Meredith, George	1910.0	Celt and Saxon	enk		George	m
Masefield, John	1910.0	Lost endeavour	enk		John	m
Taki, Sei-ichi	1910.0	Three essays on Oriental painting	enk		Sei	f
Montague, C. E. (Charles Edward)	1910.0	A hind let loose	enk		Charles	m
Saki	1910.0	Reginald in Russia, and other sketches	enk		Saki	f
Sutcliffe, Halliwell	1910.0	The open road : a romance of the high adventure	enk		Halliwell	unknown
Ghosh, Sarath Kumar	1910.0	The prince of destiny: a drama of India	enk		Sarath	unknown
Thomas, Edward	1910.0	Rest and unrest	enk		Edward	m
Lorey, Eustache de	1910.0	The moon of the fourteenth night, being the private life of an unmarried diplomat in Persia during the revolution	enk		Eustache	m
Pollard, Samuel	1910.0	Tight corners in China	enk		Samuel	m
Parker, H. (Henry)	1910.0	Village folk-tales of Ceylon	enk		Henry	m
Macgowan, J. (John)	1910.0	Chinese folk-lore tales	enk		John	m
Dayrell, Elphinstone	1910.0	Folk stories from southern Nigeria, West Africa	enk		Elphinstone	unknown
Cuthbertson, David	1910.0	Thirty-three years' adventures in bookland, including walks in the humorous avenues of library life;	enk		David	m
Montaigne, Michel de	1910.0	The essayes of Michael, lord of Montaigne	enk		Michel	m
Masefield, John	1910.0	Martin Hyde	enk		John	m
grafinia, Golovina, V. N. (Varvara Nikolaevna)	1910.0	Memoirs of Countess Golovine : a lady at the court of Catherine II	enk		Golovina	unknown
Smith, Henry, Sir	1910.0	From constable to commissioner; the story of sixty years, most of them misspent	enk		Henry	m
Roberts, Katherine	1910.0	Pages from the diary of a militant suffragette	enk		Katherine	f
	1910.0	The Mabinogion; mediaeval Welsh romances	enk			unknown
White, William Hale	1910.0	More pages from a journal	enk		William	m
Andersen, H. C. (Hans Christian)	1910.0	Three tales of Hans Andersen	enk		Hans	m
France, Anatole	1910.0	The wicker work woman;	enk		Anatole	m
France, Anatole	1910.0	The elm-tree on the mall; a chronicle of our own times	enk		Anatole	m
DÁuvergne, Edmund Basil Francis	1910.0	The bride of two kings, a forgotten tragedy of the Portuguese court	enk		Edmund	m
Ganzhorn, John W	1910.0	I've killed men	enk		John	m
	1910.0	Grimm's household tales, with the author's notes	enk			unknown
Hyde, Douglas	1910.0	Beside the fire; a collection of Irish Gaelic folk stories	enk		Douglas	m
James, Grace	1910.0	Green Willow and other Japanese fairy tales	enk		Grace	f
Barclay, Marguerite	1910.0	Letters from Fleet street	enk		Marguerite	f
Scott, Walter, Sir	1910.0	The fortunes of Nigel. With 52 illus	enk		Walter	m
MacDougall, J. (James)	1910.0	Folk tales and fairy lore in Gaelic and English	stk		James	m
Benson, E. F. (Edward Frederick)	1910.0	Daisy's aunt	enk		Edward	m
Huntly, Hope	1910.0	Kami-no-michi: the way of the gods in Japan	enk		Hope	f
Apuleius	1910.0	The metamorphoses; : or Golden ass of Apuleius of Madaura	enk		Apuleius	unknown
Surtees, Robert Smith	1910.0	Mr. Jorrocks' lectors : from Handley Cross	enk		Robert	m
Hall, S. C., Mrs	1910.0	Tales of Irish life and character	enk		S	unknown
Pater, Walter	1910.0	Greek studies	enk		Walter	m
Jerome, Jerome K. (Jerome Klapka)	1910.0	The passing of the third floor back	enk		Jerome	m
Lucas, E. V. (Edward Verrall)	1910.0	Sir Pulteney : a fantasy	enk		Edward	m
Andreyev, Leonid	1910.0	Judas Iscariot	enk		Leonid	m
Marryat, Florence R. M. Church Lean	1910.0	Nelly Brooke, a homely story	enk		Florence	f
Ford, Ford Madox	1910.0	A call	enk		Ford	unknown
Ford, Ford Madox	1910.0	The portrait	enk		Ford	unknown
Rolleston, T. W. (Thomas William)	1910.0	The high deeds of Finn, and other bardic romances; of ancient Ireland	enk		Thomas	m
Rutherford, Mark	1910.0	Miriam's schooling, and other papers	enk		Mark	m
Dickens, Charles	1910.0	The works of Charles Dickens	enk		Charles	m
De la Mare, Walter	1910.0	The return	enk		Walter	m
Richardson, Henry Handel, pseud	1910.0	The getting of wisdom	enk		Henry	m
Marston, E	1910.0	An Amateur Angler's Days in Dove Dale	enk		E	unknown
Grenfell, Wilfred Thomason, Sir	1910.0	Down to the sea	enk		Wilfred	m
Aimard, Gustave	1910.0	The Indian scout;	enk		Gustave	m
Semenov, V. I	1910.0	The battle of Tsu-shima between the Japanese and Russian fleets	enk		V	unknown
Brodsky, Anna	1910.0	Natasha, the story of a Russian woman	enk		Anna	f
Henham, Ernest George	1910.0	Bracken	enk		Ernest	m
Hilliers, Ashton	1910.0	The master-girl	enk		Ashton	unknown
Hyatt, Stanley Portal	1910.0	The law of the bolo	enk		Stanley	m
Marks, Jeannette Augustus	1910.0	Through Welsh doorways	enk		Jeannette	f
Murray, Hilda Louisa Janey Woulf Murray, Baroness	1910.0	Echoes of sport	enk		Hilda	f
Hall, Bradnock	1910.0	Norwegian and other fish-tales	enk		Bradnock	unknown
Smithes, M. F	1910.0	Children of the desert	enk		M	unknown
Tschudi, Clara	1910.0	Napoleon's mother	enk		Clara	f
Walpole, Hugh, Sir	1910.0	Maradick at forty;	enk		Hugh	m
Cripps, Arthur Shearly	1910.0	Faerylands forlorn;	enk		Arthur	m
Robinson, H. Perry (Harry Perry)	1910.0	Life story of a black bear	enk		Harry	m
	1910.0	Back to the land : a medley	enk			unknown
Weeks, John H	1910.0	Congo life and jungle stories. Part I: Life on the Congo as described by a brass rod. Part II: Thirty-three native stories as told round the evening fires	enk		John	m
Ker, Annie	1910.0	Papuan fairy tales	enk		Annie	f
Aicard, Jean	1910.0	The diverting adventures of Maurin	enk		Jean	m
Armfield, Anne Constance Smedley	1910.0	The flower book;	enk		Anne	f
Cooper, Arthur Nevile	1910.0	Round the home of a Yorkshire parson;	enk		Arthur	m
Dawe, W. Carlton	1910.0	A saint in mufti;	enk		W	unknown
Gregory	1910.0	Shanwalla	enk		Gregory	m
Grier, Sydney C	1910.0	The power of the keys	enk		Sydney	m
Henty, G. A. (George Alfred)	1910.0	One of the 28th	enk		George	m
Marriott, Charles	1910.0	"""Now""!"	enk		Charles	m
Niven, Frederick	1910.0	The island Providence	enk		Frederick	m
	1910.0	Mr. Punch at the seaside	enk			unknown
	1910.0	Mr. Punch with the children	enk			unknown
	1910.0	Mr. Punch's book of love	enk			unknown
Musset, Paul de	1910.0	He and she	enk		Paul	m
Nicholson, John Gambril	1910.0	In Carrington's duty-week	enk		John	m
Schwann, Duncan	1910.0	The book of a bachelor	enk		Duncan	m
Travers, John	1910.0	Sahib-log	enk		John	m
Turner, Ethel Sybil	1910.0	Fair Ines	enk		Ethel	f
Whitelaw, David	1910.0	Moon of valleys	enk		David	m
Wylie, I. A. R. (Ida Alexa Ross)	1910.0	The rajah's people	enk		Ida	f
Macdonald, Alexander	1910.0	In search of El Dorado	enk		Alexander	m
Macdonald, Robert M	1910.0	The moon god's secret	enk		Robert	m
Meek, George	1910.0	George Meek	enk		George	m
Caffyn, Kathleen Mannington (Hunt)	1910.0	Dorinda and her daughter	enk		Hunt	unknown
Crockett, S. R. (Samuel Rutherford)	1910.0	The dew of their youth	enk		Samuel	m
Hope, Anthony	1910.0	Second string	enk		Anthony	m
Lane, John	1910.0	According to Maria	enk		John	m
Le Queux, William	1910.0	The mysterious three	enk		William	m
Loti, Pierre	1910.0	The marriage of Loti (Rarahu)	enk		Pierre	m
Prince, Edward	1910.0	Wake up, England!	enk		Edward	m
Quiller-Couch, Arthur Thomas, Sir	1910.0	Lady Good-for-nothing	enk		Arthur	m
Rutherford, Mark	1910.0	Miriam's schooling	enk		Mark	m
Somerville, E. ??	1910.0	All on the Irish shore	enk		E	unknown
Belloc, Hilaire	1910.0	Pongo and the bull	enk		Hilaire	m
De Morgan, William Frend	1910.0	An affair of dishonour	enk		William	m
Lester, Henry F. W	1910.0	Indian village pictures	enk		Henry	m
Faber, M. A	1910.0	Recollections of Indian life	enk		M	unknown
Hawke, Jonathan	1910.0	Under the street lamp	enk		Jonathan	m
Racowitza, Helene von	1910.0	Princess Helene von Racowitza	enk		Helene	f
Raffalovich, George	1910.0	The deuce and all	enk		George	m
Soutar, Andrew	1910.0	The chosen of the gods	enk		Andrew	m
Byron, May Clarissa Gillington	1910.0	A day with Charles Dickens	enk		May	f
Adam, Hargrave Lee	1910.0	The police encyclopaedia	enk		Hargrave	unknown
Finnemore, John	1910.0	The lone patrol	enk		John	m
Sampson, George	1910.0	A day with Felix Mendelssohn Bartholdy	enk		George	m
Jaques, E. T. (Edward Tyrrell)	1910.0	Rambles with an American	enk		Edward	m
Binnie-Clark, Georgina	1910.0	A summer on the Canadian prairie	enk		Georgina	f
Farnol, Jeffery	1910.0	The money moon : a romance	enk		Jeffery	m
Byron, May Clarissa Gillington	1910.0	A day with Robert Louis Stevenson	enk		May	f
Andreyev, Leonid	1910.0	Silence and other stories;	enk		Leonid	m
Martineau, Harriet	1910.0	Feats on the fjord, and Merdhin	enk		Harriet	f
Onions, Oliver	1910.0	The exception	enk		Oliver	m
Slater, Oscar	1910.0	Trial of Oscar  Slater	enk		Oscar	m
Boccaccio, Giovanni	1910.0	The Decameron	enk		Giovanni	m
Kelly, Myra	1910.0	Little aliens / by Myra Kelly	enk		Myra	f
Hamilton, Cosmo	1910.0	The infinite capacity : the story of a genius	enk		Cosmo	m
Orczy, Emmuska Orczy, Baroness	1910.0	Lady Molly of Scotland Yard	enk		Emmuska	unknown
Meredith, George	1910.0	Rhoda Fleming	enk		George	m
Meredith, George	1910.0	Evan Harrington	enk		George	m
Meredith, George	1910.0	Vittoria	enk		George	m
Meredith, George	1910.0	The adventures of Harry Richmond	enk		George	m
Meredith, George	1910.0	The Egoist	enk		George	m
Meredith, George	1910.0	The tragic comedians	enk		George	m
Roberts, Margaret	1910.0	The atelier du Lys : or, An art student in the reign of terror	enk		Margaret	f
Oxenham, John	1910.0	Lauristons	enk		John	m
Wilson, David	1910.0	Anecdotes of big cats and other beasts	enk		David	m
MacDonald, Alexander	1910.0	Through the heart of Tibet	enk		Alexander	m
Shedlock, Marie L	1910.0	A collection of eastern stories and legends for narration or later reading in schools	enk		Marie	f
	1910.0	The Mabinogion	enk			unknown
Hudson, W. H. (William Henry)	1910.0	A shepherd's life : impressions of the South Wiltshire downs	enk		William	m
Knight	1910.0	Our House of Lords the nation's safeguard	enk		Knight	unknown
Roberts, Charles George Douglas, Sir	1910.0	Neighbors unknown	enk		Charles	m
Brodie-Innes, J. W. (John William)	1910.0	For the soul of a witch, a romance of Badenoch	enk		John	m
Wells, H. G. (Herbert George)	1910.0	"The sleeper awakes, a revised edition of ""When the sleeper wakes."""	enk		Herbert	m
Young, E. H. (Emily Hilda)	1910.0	A corn of wheat	enk		Emily	f
Ford, Douglas Morey	1910.0	The raid of Dover	enk		Douglas	m
Pocock, Roger S	1910.0	The chariot of the sun	enk		Roger	m
