docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category,full_title,stories_match,tales_match
mdp.39015033170104,"Gaskell, Elizabeth Cleghorn","Gaskell, Elizabeth Cleghorn",1810-1865.,1902.0,1865.0,s,1902,    ,"London;Smith, Elder, & co.;1902.",1902,A new ed.|Mary Barton.--Cousin Phillis.--My French master.--The old nurse's story.--Bessy's troubles at home.--Christmas storms and sunshine.,,,,,20081843.0,enk,1419887,1,4.0,3.0,,,"Mary Barton and other tales, | $c: by Mrs. Gaskell.",,False,Mary Barton and other tales,0.1496397958029293,0.0525961116172199,Elizabeth,f,27.066810344827587,105.40717430885852,48.18763326226013,71.58952723437336,606.7569296375267,11627.74475475198,2.7,['unknown'],['unknown'],"mary barton and other tales, | $c: by mrs. gaskell.  mary barton and other tales",False,True
inu.39000003802449,"Aguilar, Grace","Aguilar, Grace",1816-1847.,1902.0,1847.0,s,1902,    ,London;J. M. Dent;Philadelphia;The Jewish Publication Society of America;1902.,1902,,,"Spain|Ferdinand and Isabella, 1479-1516|Inquisition|History",Spain,,466676.0,enk,6057972,1,1.0,1.0,,,"The vale of cedars, | & other tales | $c: by Grace Aguilar, with an introduction by Walter Jerrold.  Illustrated by T. H. Robinson.",,False,"The vale of cedars, & other tales",0.0816766600921423,0.0238581696511868,Grace,f,18.03117505995204,56.9031048542461,39.340375586854464,124.17757168992046,497.4507042253521,23835.15367321299,2.0,['unknown'],['unknown'],"the vale of cedars, | & other tales | $c: by grace aguilar, with an introduction by walter jerrold.  illustrated by t. h. robinson.  the vale of cedars, & other tales",False,True
inu.32000007917794,"Wilde, Oscar","Wilde, Oscar",1854-1900.,1902.0,1900.0,s,1902,    ,London;David Nutt;1902.,1902,3d ed.|The happy prince.--The nightingale and the rose.--The selfish giant.--The devoted friend.--The remarkable rocket.,,Fairy tales,,,6284069.0,enk,6061127,1,11.0,9.0,,,"The happy prince, | and other tales / | $c: by Oscar Wilde ; illustrated by Walter Crane and Jacomb Hood.",,True,"The happy prince, and other tales",0.0801544004465489,0.988081913269734,Oscar,m,10.220183486238533,13.511152259910778,19.866071428571427,29.008848852040817,178.49107142857142,3370.749920280613,2.0,['fiction'],['unknown'],"the happy prince, | and other tales / | $c: by oscar wilde ; illustrated by walter crane and jacomb hood.  the happy prince, and other tales",False,True
uc2.ark+=13960=t6vx07p5s,"Fowler, W. Warde","Fowler, W. Warde (William Warde)",1847-1921.,1902.0,1902.0,s,1902,    ,London;New York;Macmillan;1902.,1902,,,Juvenile literature|Birds,,,2288765.0,enk,6127805,2,2.0,2.0,,,More tales of the birds,,True,More tales of the birds,0.3281888347450382,0.8599192021506202,William,m,8.435684647302905,9.91391332793857,26.35483870967742,42.29344432882414,211.30241935483872,3750.8399941467214,1.8,['unknown'],['unknown'],more tales of the birds  more tales of the birds,False,True
uc2.ark+=13960=t1td9nv23,"Tibbits, Charles John","Tibbits, Charles John",,1902.0,1902.0,s,1902,    ,"London;Gibbings and company, limited;1902.",1902,,,,,,6131937.0,enk,7674876,1,1.0,1.0,,,"English fairy tales, folklore and legends",,True,"English fairy tales, folklore and legends",0.6147297504057171,0.7786227040951657,Charles,m,8.924528301886792,15.862228551085794,30.0,90.58447488584476,243.2922374429224,7504.179437459603,2.4,['unknown'],['unknown'],"english fairy tales, folklore and legends  english fairy tales, folklore and legends",False,True
nyp.33433086946641,,,,1902.0,1902.0,s,1902,    ,London;Gibbings;1902.,1902,,,"Legends, Scottish|Folklore, Scottish|Fairy tales, Scottish",,,9809649.0,enk,8682004,1,1.0,1.0,,,"Scottish fairy tales, folklore, and legends / | $c: illustrated by Geoffrey Strahan.",,True,"Scottish fairy tales, folklore, and legends",0.7688867312195187,0.5456012911459069,,unknown,7.584158415841584,9.549848054112342,23.26991150442478,92.85192654084108,229.0265486725664,10967.503719946744,0.7,['fiction'],['unknown'],"scottish fairy tales, folklore, and legends / | $c: illustrated by geoffrey strahan.  scottish fairy tales, folklore, and legends",False,True
nyp.33433081592630,"Robinson, Phil","Robinson, Phil",1847-1902.,1902.0,1902.0,s,1902,    ,London;Isbister;1902.,1902,,,,,,36160340.0,enk,8688839,1,1.0,1.0,,,"Tales by three brothers, | $c: by Phil Robinson, E. Kay Robinson [and] H. Perry Robinson.",,True,Tales by three brothers,0.352985846101969,0.0161932003257205,Phil,m,11.721854304635762,18.96899258804438,26.318181818181817,29.152007083825268,238.1461038961039,3308.287095209985,1.4,['unknown'],['unknown'],"tales by three brothers, | $c: by phil robinson, e. kay robinson [and] h. perry robinson.  tales by three brothers",False,True
njp.32101013458979,"Buchan, John","Buchan, John",1875-1940.,1902.0,1902.0,s,1902,    ,Edinburgh;London;William Blackwood and Sons;1902.,1902,No-man's land.--The far islands.--The watcher by the threshold.--The outgoing of the tide.--Fountainblue.,,,,,5072028.0,stk,8883841,1,5.0,3.0,,,The watcher by the threshold and other tales / | $c: by John Buchan.,,True,The watcher by the threshold and other tales,0.1701246163972249,0.1134972344853654,John,m,19.47091412742382,709.2574642613238,27.912087912087912,112.1516121241396,255.72527472527472,16861.36408646298,3.0,['fiction'],['unknown'],the watcher by the threshold and other tales / | $c: by john buchan.  the watcher by the threshold and other tales,False,True
mdp.39015063924479,"Phillpotts, Eden","Phillpotts, Eden",1862-1960.,1903.0,1903.0,s,1903,    ,"Bristol;J. W. Arrowsmith;London;Simpkin, Marshall, Hamilton, Kent & company limited;1903.",1903,The heart of the scorpion -- The transit of the red dragon -- The mystery of the toadstone.,,,,,2627436.0,enk,321301,1,1.0,1.0,,,The transit of the red dragon and other tales / | $c: by Eden Phillpotts.,,True,The transit of the red dragon and other tales,0.2156569234844232,0.015822989393528,Eden,f,9.526984126984129,25.728636936255985,22.094043887147336,19.95980778490777,190.91222570532915,2109.145900688869,1.9,['fiction'],['english literature'],the transit of the red dragon and other tales / | $c: by eden phillpotts.  the transit of the red dragon and other tales,False,True
nc01.ark+=13960=t7fr0xw5k,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1903.0,1849.0,s,1903,    ,London;W. Gardner;c1903.,1903,,,"Dobson, Austin|1840-1921",,PZ7.E23T2,2584189.0,enk,1031203,2,3.0,3.0,,,Tales from Maria Edgeworth,,False,Tales from Maria Edgeworth,0.0982738825337387,0.9830899149334936,Maria,f,18.03846153846154,49.18057199211046,46.64303178484108,177.14396733639802,417.69437652811735,18231.94815908561,2.5,['fiction'],['fiction and juvenile belles lettres'],tales from maria edgeworth  tales from maria edgeworth,False,True
mdp.39015005594893,"Swynnerton, Charles","Swynnerton, Charles",,1903.0,1903.0,s,1903,    ,Westminster;A. Constable & co. ltd.;1903.,1903,"Introduction.--The love story of Hir and Rânjha.--Adventures of Ahmed (""Gul Bâdshâh"")--The Rasȧlu legend.--Adventures of Nek Bakht.--The love story of Mirza and Sȧhibȧnh.--The story of Pu̇ran bhagat.--Shorter stories.--L'envoy.--Notes and appendix.",,"India|Tales, Punjabi|Tales|Folklore|Punjab|Panjabis (South Asian people)|Fairy tales",,,4149966.0,enk,1881035,1,6.0,4.0,,,"Romantic tales from the Panjâb, | $c: with illustrations by native hands; collected and ed. from original sources by the Rev. Charles Swynnerton ...",,True,Romantic tales from the Panjâb,0.1799492749159662,0.6144312541721317,Charles,m,14.30813953488372,42.05621281773932,26.963768115942027,142.33926696072254,279.743961352657,26629.287101215898,2.0,['unknown'],['unknown'],"romantic tales from the panjâb, | $c: with illustrations by native hands; collected and ed. from original sources by the rev. charles swynnerton ...  romantic tales from the panjâb",False,True
wu.89094592698,"Hall, Alice Marples","Hall, Alice Marples",,1903.0,1903.0,s,1903,    ,London;D. Nutt;1903.,1903,,,England|Fairy tales,,,36957351.0,enk,5776680,2,2.0,2.0,,,"The one strand river, and other fairy tales. | $c: By Mrs. H.F. Hall. [Illustrated by H.R. Millar]",,True,"The one strand river, and other fairy tales",0.100721597413955,0.5401192837696069,Alice,f,10.38157894736842,52.97281855955679,24.22127659574468,43.51699411498415,215.1106382978724,4752.430312358532,2.3,['unknown'],['unknown'],"the one strand river, and other fairy tales. | $c: by mrs. h.f. hall. [illustrated by h.r. millar]  the one strand river, and other fairy tales",False,True
uc2.ark+=13960=t83j3g41n,"Hicks, William Robert","Hicks, William Robert",,1903.0,1903.0,s,1903,    ,"Truro, Eng.;J. Pollard;1903.",1903,,,,,,13288262.0,enk,7688961,1,1.0,1.0,,,Tales and sayings,,True,Tales and sayings,0.6806225687340923,0.0174836722299045,William,m,9.735294117647058,14.27306805074971,25.69158878504673,34.306751681369555,171.81308411214954,2152.1145951611493,1.7,['unknown'],['unknown'],tales and sayings  tales and sayings,False,True
nyp.33433082128772,"Queen, consort of Henry II, King of Navarre, Marguerite","Queen, consort of Henry II, King of Navarre, Marguerite",1492-1549.,1903.0,1549.0,s,1903,    ,London;Priv. print. for members of the Aldus Society;1903.,1903,[Edition de luxe],,,,,8730913.0,enk,8588046,1,4.0,4.0,v. 1,1.0,"The heptameron of the tales of Margaret, queen of Navarre. | $c: newly translated from the authentic text, with an essay upon the heptameron by George Saintsbury.",,False,"The heptameron of the tales of Margaret, queen of Navarre",0.3300273786017603,0.055805456704881,Consort,unknown,12.81640625,16.688949584960938,36.71374045801527,102.06691043645476,433.3893129770992,16506.680496474564,1.7,['unknown'],['unknown'],"the heptameron of the tales of margaret, queen of navarre. | $c: newly translated from the authentic text, with an essay upon the heptameron by george saintsbury.  the heptameron of the tales of margaret, queen of navarre",False,True
nyp.33433088075381,"Syrett, Netta","Syrett, Netta",,1903.0,1903.0,s,1903,    ,London;Lawrence and Bullen;1903.,1903,,,"Fairy tales, English",,,9481437.0,enk,8682034,1,1.0,1.0,,,The magic city and other fairy tales / | $c: by Netta Syrett ; illustrated by Mary Corbett.,,True,The magic city and other fairy tales,0.0549413435799522,0.9562153823743148,Netta,f,12.874045801526718,21.40779966202436,25.00729927007299,35.649581757152745,208.3321167883212,3272.1926181469444,1.8,['fiction'],['unknown'],the magic city and other fairy tales / | $c: by netta syrett ; illustrated by mary corbett.  the magic city and other fairy tales,False,True
njp.32101064627969,"Sharp, William","Sharp, William",1855-1905.,1903.0,1903.0,s,1903,    ,London;D. Nutt;1903,1903,For contents see main catalog.,,,,,22529927.0,enk,9408882,1,1.0,1.0,v.1,1.0,"Re-issue of the shorter stories of Fiona Macleod [pseud.] | Rearranged, with additional tales.",,True,"Re-issue of the shorter stories of Fiona Macleod [pseud.] Rearranged, with additional tales",0.1568049674227211,0.5287187880361112,William,m,10.444444444444445,20.37389770723104,23.38860103626943,47.93707213616472,207.7461139896373,4555.69201857768,2.8,['fiction'],['unknown'],"re-issue of the shorter stories of fiona macleod [pseud.] | rearranged, with additional tales.  re-issue of the shorter stories of fiona macleod [pseud.] rearranged, with additional tales",True,True
uc1.$b684714,"Sir, Quiller-Couch, Arthur Thomas","Quiller-Couch, Arthur Thomas, Sir",1863-1944.,1903.0,1903.0,s,1903,    ,Bristol;Arrowsmith;1903.,1903,,,,,,,enk,9977389,1,2.0,2.0,,,Two sides of the face; | midwinter tales.,,True,Two sides of the face; midwinter tales,0.1941074381006612,0.0227284325635296,Arthur,m,11.703081232492996,30.96506053401753,25.740947075208915,24.76576066293713,225.6824512534819,2400.534260286621,2.1,['fiction'],['unknown'],two sides of the face; | midwinter tales.  two sides of the face; midwinter tales,False,True
coo.31924024928750,"Maupassant, Guy de","Maupassant, Guy de",1850-1893.,1903.0,1893.0,s,1903,    ,London;New York;Printed for subscribers only by M. W. Dunne;1903,1903,"Editor's autograph edition]|v.1-5. Short stories of the tragedy and comedy of life.--v.6. Une vie. Little Louise Roque.--v.7. Bel ami. Yvette.--v.8. Mont Oriol.--v.9. Notre coeur. The olive grove and other tales.--v.10. Pierre et Jean. The heritage and other tales.--v.11. Fort comme la mort. Duchoux. Old Amable.--v.12. Au soleil. La vie errante.--v.13. Sur l'eau. Des vers. A tale of old times. A family affair.--v.14. La paix du ménage. Musotte, by Guy de Maupassant and Jacques Normond. The lan",,,,,6722796.0,enk,11406120,1,1.0,1.0,v.9,9.0,"The life work of Henri René Guy de Maupassant | embracing romance, travel, comedy & verse, for the first time complete in English. | $c: With a critical preface by Paul Bourget and an introduction by Robert Arnot. Illustrated from original drawings by eminent French and American artists.",Notre coeur. The olive grove and other tales,True,Notre coeur. The olive grove and other tales,0.1328266198587915,0.0039411098852599,Guy,m,13.603076923076925,24.479375147928994,30.967359050445104,42.20368234289287,298.26706231454006,6085.64381125131,1.6,['fiction'],['unknown'],"the life work of henri rené guy de maupassant | embracing romance, travel, comedy & verse, for the first time complete in english. | $c: with a critical preface by paul bourget and an introduction by robert arnot. illustrated from original drawings by eminent french and american artists. notre coeur. the olive grove and other tales notre coeur. the olive grove and other tales",False,True
coo.31924024928768,"Maupassant, Guy de","Maupassant, Guy de",1850-1893.,1903.0,1893.0,s,1903,    ,London;New York;Printed for subscribers only by M. W. Dunne;1903,1903,"Editor's autograph edition]|v.1-5. Short stories of the tragedy and comedy of life.--v.6. Une vie. Little Louise Roque.--v.7. Bel ami. Yvette.--v.8. Mont Oriol.--v.9. Notre coeur. The olive grove and other tales.--v.10. Pierre et Jean. The heritage and other tales.--v.11. Fort comme la mort. Duchoux. Old Amable.--v.12. Au soleil. La vie errante.--v.13. Sur l'eau. Des vers. A tale of old times. A family affair.--v.14. La paix du ménage. Musotte, by Guy de Maupassant and Jacques Normond. The lan",,,,,6722796.0,enk,11406120,1,1.0,1.0,v.10,10.0,"The life work of Henri René Guy de Maupassant | embracing romance, travel, comedy & verse, for the first time complete in English. | $c: With a critical preface by Paul Bourget and an introduction by Robert Arnot. Illustrated from original drawings by eminent French and American artists.",Pierre et Jean. The heritage and other tales,True,Pierre et Jean. The heritage and other tales,0.0676588980844119,0.0187901327503647,Guy,m,16.387878787878787,24.63742883379247,30.72674418604652,49.716028934559205,295.9505813953488,6967.558604313142,3.4,['fiction'],['unknown'],"the life work of henri rené guy de maupassant | embracing romance, travel, comedy & verse, for the first time complete in english. | $c: with a critical preface by paul bourget and an introduction by robert arnot. illustrated from original drawings by eminent french and american artists. pierre et jean. the heritage and other tales pierre et jean. the heritage and other tales",False,True
mdp.39015063537743,"Mrs., Fraser, Hugh","Fraser, Hugh, Mrs",1851-1922.,1904.0,1904.0,s,1904,    ,London;Methuen;1904.,1904,The slaking of the sword -- The story of Chagra Barghat -- The reclaiming of Kokichi -- The giver of honour -- Himé.,,English fiction,,,9554245.0,enk,326793,1,1.0,1.0,,,The slaking of the sword : | tales of the Far East / | $c: by Mrs. Hugh Fraser.,,True,The slaking of the sword : tales of the Far East,0.0858668569424228,0.8997603768827326,Hugh,m,33.30769230769231,3380.275695814157,41.18361581920904,879.8900140444955,371.1892655367232,43791.43028025152,4.1,['fiction'],['unknown'],the slaking of the sword : | tales of the far east / | $c: by mrs. hugh fraser.  the slaking of the sword : tales of the far east,False,True
mdp.39015028339946,Apuleius,Apuleius,,1904.0,1904.0,s,1904,    ,London;A. Moring;1904.,1904,Newly ed.|by W.H.D. Rouse...,,,,,68200028.0,enk,2242702,1,1.0,1.0,,,Cupid & Psyche & other tales from the Golden ass of Apulcius.,,True,Cupid & Psyche & other tales from the Golden ass of Apulcius,0.5121414358908264,0.981433146450422,Apuleius,unknown,7.5177304964539005,29.852522508928125,25.125,67.484375,251.6875,5273.631510416667,4.0,['unknown'],['unknown'],cupid & psyche & other tales from the golden ass of apulcius.  cupid & psyche & other tales from the golden ass of apulcius,False,True
inu.39000005526665,"Vaughan, Arthur Owen","Vaughan, Arthur Owen",,1904.0,1904.0,s,1904,    ,"London;New York;Longmans, Green;1904.",1904,,,"Social life and customs|Tales|Animals|South Africa|Folklore|Animals, Legends and stories of",South Africa,,10368385.0,enk,6931980,1,1.0,1.0,,,Old Hendrik's tales / | $c: by A.O. Vaughan ; with twelve illustrations by J.A. Shepherd.,,True,Old Hendrik's tales,0.0813927533130208,0.0005946377446275,Arthur,m,15.284403669724773,177.781499873748,23.53617021276596,114.98911724762335,266.5659574468085,11168.44990493436,2.5,['unknown'],['unknown'],old hendrik's tales / | $c: by a.o. vaughan ; with twelve illustrations by j.a. shepherd.  old hendrik's tales,False,True
nyp.33433074940093,"Lady, Bone, Gertrude Helena Dodd","Bone, Gertrude Helena Dodd, Lady",1876-1962.,1904.0,1904.0,s,1904,    ,London;Duckworth & Co.;1904.,1904,,,English fiction,,,28877895.0,enk,8663785,1,1.0,1.0,,,Provincial tales.,,True,Provincial tales,0.3550595777030776,0.0206069901398525,Gertrude,f,10.700507614213198,19.580355072277047,23.102439024390243,27.97487209994052,217.77073170731708,3594.966948245092,1.6,['fiction'],['unknown'],provincial tales.  provincial tales,False,True
nyp.33433074967963,"Sir, bart., Douglas, George Brisbane","bart., Douglas, George Brisbane, Sir",1856-1935.,1904.0,1904.0,s,1904,    ,London [etc.;W. Scott Pub. Co.;1904,1904,,,,,,37227268.0,enk,8668283,1,1.0,1.0,,,"The new Border tales, | $c: by Sir George Douglas ...",,True,The new Border tales,0.2737318680607873,0.0009797442981361,Douglas,m,10.085034013605442,11.778483502244436,27.946666666666665,35.723822222222225,256.18333333333334,3527.4163888888884,1.9,['unknown'],['unknown'],"the new border tales, | $c: by sir george douglas ...  the new border tales",False,True
mdp.39015088612786,"Darton, F. J. Harvey (Frederick Joseph Harvey)","Darton, F. J. Harvey (Frederick Joseph Harvey)",1878-1936.,1904.0,1904.0,s,1904,    ,"London;Wells Gardner, Darton & Co.;1904.",1904,,,"Adaptations|d. 1400|Chaucer, Geoffrey",,PR1872.D3 1904,9182217.0,enk,9655995,1,2.0,2.0,,,Tales of the Canterbury pilgrims : | retold from Chaucer & others / | $c: by F.J. Harvey Darton ; with introduction by F.J. Furnivall ; and illustrations by Hugh Thomson.,,True,Tales of the Canterbury pilgrims : retold from Chaucer & others,0.2202995014597051,0.6007564481914003,Frederick,m,15.52492668621701,28.62474522922919,31.57894736842105,77.16343490304709,341.6731301939058,14042.751881891634,1.8,['fiction'],['english literature'],tales of the canterbury pilgrims : | retold from chaucer & others / | $c: by f.j. harvey darton ; with introduction by f.j. furnivall ; and illustrations by hugh thomson.  tales of the canterbury pilgrims : retold from chaucer & others,False,True
njp.32101007865775,"Bennett, Arnold","Bennett, Arnold",1867-1931.,1905.0,1905.0,s,1905,    ,London;Chatto and Windus;1905.,1905,,,,,,21147085.0,enk,6059031,2,3.0,3.0,,,Tales of the five towns / | $c: by Arnold Bennett.,,True,Tales of the five towns,0.3566663477810152,0.1942402801817666,Arnold,m,31.07645259938838,2818.2724424618204,37.770833333333336,1665.4147445436506,290.4017857142857,57091.20463966836,3.3,['fiction'],['unknown'],tales of the five towns / | $c: by arnold bennett.  tales of the five towns,False,True
inu.30000121029825,,,,1905.0,1905.0,s,1905,    ,London;Hutchinson;1905?,1905,,,"Folklore, Oriental|Orient|Fairy tales",,,6411410.0,enk,6953415,1,1.0,1.0,,,Oriental fairy tales : | folklore and legends / | $c: with eight illustrations by R. C. Armour.,,True,Oriental fairy tales : folklore and legends,0.6632026430980453,0.090535720406999,,unknown,10.5,15.098837209302326,25.837078651685392,60.33862517358919,259.3426966292135,8010.764581492234,1.7,['fiction'],['unknown'],oriental fairy tales : | folklore and legends / | $c: with eight illustrations by r. c. armour.  oriental fairy tales : folklore and legends,False,True
nyp.33433071388346,"Mackintosh, W. R","Mackintosh, William R",,1905.0,1905.0,s,1905,    ,Kirkwall;W.R. Mackintosh;pref. 1905,1905,2. ed.,,Scotland|Folklore|Orkney Islands,Orkney (Scotland),,35320633.0,stk,8687671,1,2.0,2.0,,,"Around the Orkney peat-fires: | being sketches of notable Orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales.",,True,"Around the Orkney peat-fires: being sketches of notable Orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales",0.6580959888089308,0.0089725761819986,William,m,10.595441595441596,7.864822525791187,27.771587743732592,30.309944832830283,253.52924791086352,3421.742180771409,1.6,['unknown'],['unknown'],"around the orkney peat-fires: | being sketches of notable orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales.  around the orkney peat-fires: being sketches of notable orcadians, smuggling anecdotes, stories of the press-gang, and witch and other tales",True,True
mdp.39015042859820,"Sir, Malory, Thomas","Malory, Thomas, Sir",active 15th century.,1906.0,1906.0,s,1906,    ,London;New York [etc.;Norr??na Society;1906.,1906,,,,,,55530027.0,enk,634480,1,3.0,3.0,,,"The Arthurian tales, | the greatest of romances which recount the noble and valorous deeds of King Arthur and the knights of the Round table. | $c: Comp. by Sir Thomas Malory, knt., and ed. from the text of the edition of 1634, with an introduction by Ernest Rhys. Hon. Rasmus B. Anderson, LL. D., editor in chief; J. W. Buel, managing editor.",,True,"The Arthurian tales, the greatest of romances which recount the noble and valorous deeds of King Arthur and the knights of the Round table",0.4137051340159754,0.9875337492112924,Thomas,m,14.528822055137844,67.07623695831056,34.21813725490196,81.70486711841598,455.2303921568628,9228.873390042292,5.8,['fiction'],['unknown'],"the arthurian tales, | the greatest of romances which recount the noble and valorous deeds of king arthur and the knights of the round table. | $c: comp. by sir thomas malory, knt., and ed. from the text of the edition of 1634, with an introduction by ernest rhys. hon. rasmus b. anderson, ll. d., editor in chief; j. w. buel, managing editor.  the arthurian tales, the greatest of romances which recount the noble and valorous deeds of king arthur and the knights of the round table",False,True
mdp.39015004181643,"Tolstoy, Leo, graf","Tolstoy, Leo, graf",1828-1910.,1906.0,1906.0,s,1906,    ,London;New York [etc.;H. Frowde;1906,1906,"Preface.--pt. I. Tales for children, published about 1872: 1. God sees the truth, but waits. 2. A prisoner in the Caucasus. 3. The bear-hunt.--pt. II. Popular stories: 4. What men live by (1881) 5. A spark neglected burns the house (1885) 6. Two old men (1885) 7. Where love is, God is (1885)--pt. III. A fairy tale. 8. The story of Iván the Fool (1885)--pt. IV. Stories written to pictures (1885): 9. Evil allures, but good endures. 10. Little girls wiser than men. 11. Ilyás--pt. V. Folktales reto",,,,,7536945.0,enk,1730250,1,5.0,4.0,,,"Twenty-three tales, | $c: by Tolstoy; translated by L. and A. Maude.",,True,Twenty-three tales,0.3116604360941649,0.3562061567445324,Leo,m,23.71167883211679,94.65774681655924,37.21818181818182,50.766942148760336,393.48,7403.798690909091,3.1,['unknown'],['unknown'],"twenty-three tales, | $c: by tolstoy; translated by l. and a. maude.  twenty-three tales",False,True
mdp.39015008243878,"Spenser, Edmund","Spenser, Edmund",1552?-1599.,1906.0,1599.0,s,1906,    ,London;New York;The Macmillan co.;1906.,1906,School ed. ...,,,,,67892203.0,enk,1774915,1,1.0,1.0,,,Tales from Spenser. | $c: Chosen from the Faerie Queene by S.H. MacLehose.,,False,Tales from Spenser,0.3535324535674184,0.8614399384553997,Edmund,m,10.08994708994709,70.13476666386721,23.797927461139896,38.74155010872775,193.44041450777203,4334.381164595022,1.8,['unknown'],['unknown'],tales from spenser. | $c: chosen from the faerie queene by s.h. maclehose.  tales from spenser,False,True
mdp.39015014511003,"Jókai, Mór","Jókai, Mór",1825-1904.,1906.0,1904.0,s,1906,    ,London;Jarrold & sons;1906].,1906,3d ed.,,,,,9108948.0,enk,1854672,1,1.0,1.0,,,Tales from Jókai. | $c: Tr. ...by R.N. Bain ...,,True,Tales from Jókai,0.5761461088636322,0.1799168955179085,Mr,unknown,14.235649546827794,43.1831399859439,30.473372781065088,30.065859038549068,301.5621301775148,4068.81418717832,2.2,['unknown'],['unknown'],tales from jókai. | $c: tr. ...by r.n. bain ...  tales from jókai,False,True
wu.89094592631,"Baring-Gould, S. (Sabine)","Baring-Gould, S. (Sabine)",1834-1924.,1906.0,1906.0,s,1906,    ,London;Methuen;1906.,1906,3rd ed.,,England|Fairy tales,,,50706902.0,enk,5776686,1,1.0,1.0,,,Old English fairy tales / | $c: collected by S. Baring Gould ; illustrated by F.D. Bedford.,,True,Old English fairy tales,0.1086228123246195,0.9956289058979428,Sabine,f,35.245657568238215,4295.693994790928,39.71428571428572,929.437414965986,351.8309523809524,50201.93570861679,1.8,['fiction'],['unknown'],old english fairy tales / | $c: collected by s. baring gould ; illustrated by f.d. bedford.  old english fairy tales,False,True
uc1.b4104021,"London, Jack","London, Jack",1876-1916.,1906.0,1906.0,s,1906,    ,London;Pitman;1906.,1906,,,,,,16730452.0,enk,6155638,1,1.0,1.0,,,"The God of his fathers, | tales of the Klondyke.",,True,"The God of his fathers, tales of the Klondyke",0.1367953422356247,0.0056375624704332,Jack,m,12.766447368421051,18.94874264196676,20.97068403908795,9.722267610266424,207.4885993485342,1365.9111078101623,2.3,['fiction'],['unknown'],"the god of his fathers, | tales of the klondyke.  the god of his fathers, tales of the klondyke",False,True
uc1.b3556243,"Gaskell, Elizabeth Cleghorn","Gaskell, Elizabeth Cleghorn",1810-1865.,1906.0,1865.0,m,1906,1911,"London;Smith, Elder;1906-1911.",1906-1911,"[The Knutsford ed.]|v.1. Mary Barton, and other tales.--v.2. Cranford, and other tales.--v.3. Ruth, and other tales, etc.--v.4. North and south.--v.5. My lady Ludlow, and other tales.--v.6. Sylvia's lovers, etc.--v.7. Cousin Phillis, and other tales.--v.8. Wives and daughters, an every-day story.",,,,,6335400.0,enk,6674007,1,4.0,4.0,v.5,5.0,Works; | $c: with introductions by A. W. Ward.,"My lady Ludlow, and other tales",False,"My lady Ludlow, and other tales",0.2724482761430859,0.0506947672585596,Elizabeth,f,16.706093189964157,80.64838581210415,36.63475177304964,51.23184195965997,417.2287234042553,7752.889174966049,1.1,['unknown'],['unknown'],"works; | $c: with introductions by a. w. ward. my lady ludlow, and other tales my lady ludlow, and other tales",False,True
uc1.b3556245,"Gaskell, Elizabeth Cleghorn","Gaskell, Elizabeth Cleghorn",1810-1865.,1906.0,1865.0,m,1906,1911,"London;Smith, Elder;1906-1911.",1906-1911,"[The Knutsford ed.]|v.1. Mary Barton, and other tales.--v.2. Cranford, and other tales.--v.3. Ruth, and other tales, etc.--v.4. North and south.--v.5. My lady Ludlow, and other tales.--v.6. Sylvia's lovers, etc.--v.7. Cousin Phillis, and other tales.--v.8. Wives and daughters, an every-day story.",,,,,6335400.0,enk,6674007,1,4.0,4.0,v.7,7.0,Works; | $c: with introductions by A. W. Ward.,"Cousin Phillis, and other tales",False,"Cousin Phillis, and other tales",0.179632231754866,0.0224031215238339,Elizabeth,f,15.1875,29.029947916666668,37.16,33.14343225806452,423.43612903225807,5747.639468886577,1.6,['unknown'],['unknown'],"works; | $c: with introductions by a. w. ward. cousin phillis, and other tales cousin phillis, and other tales",False,True
inu.30000115237830,"Heath, Thomas Edward","Heath, Thomas Edward",1825-1882?,1906.0,1906.0,s,1906,    ,"London;King, Sell & Olding;1906.",1906,,,,,,3057140.0,enk,6812194,1,1.0,1.0,,,"Tales in prose and verse, and dramas / | $c: by the late Thomas Edward Heath, of Northlands, Cardiff ; with illustrations, by the author and his grandson.",,True,"Tales in prose and verse, and dramas",0.4104163879411202,0.0043980900977085,Thomas,m,23.043478260869566,105.72274732199118,35.66323024054983,97.4879606995666,411.2405498281787,19478.134575642707,2.2,['unknown'],['unknown'],"tales in prose and verse, and dramas / | $c: by the late thomas edward heath, of northlands, cardiff ; with illustrations, by the author and his grandson.  tales in prose and verse, and dramas",False,True
