docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category
uc2.ark+=13960=t0js9jj6s,"H., W. F","H., W. F",,1911.0,1911.0, ,1911,    ,London;Watts;1911.,1911,,,,,,84370503.0,enk,7660779,1,1.0,1.0,,,Captain Klek,,True,Captain Klek,0.6166620448703483,0.2089134798736806,W,unknown,12.89516129032258,20.013202393340272,37.29249011857708,75.02907403646363,289.9644268774704,5816.8248215094745,4.2,['unknown'],['unknown']
uc2.ark+=13960=t5r78887q,"Heath, Christopher","Heath, Christopher",,1911.0,1911.0,s,1911,    ,London;William Blackwood;1911.,1911,,,,,,14350136.0,enk,7662001,1,1.0,1.0,,,Peter's progress,,True,Peter's progress,0.1372486217988607,0.3859911859156295,Christopher,m,26.989071038251367,1151.6119024157188,50.58152173913044,1233.107484640832,360.3695652173913,18820.537334593573,4.4,['fiction'],['unknown']
uc2.ark+=13960=t1jh3fv4v,"Hudson, W. H","Hudson, W. H. (William Henry)",1841-1922.,1911.0,1911.0,s,1911,    ,London;Hutchinson;1911.,1911,,,England|Description and travel,,DA630.H84 1911,356700.0,enk,7662778,2,2.0,2.0,,,Afoot in England,,True,Afoot in England,0.9269276825385676,0.0455213321009825,William,m,9.055194805194803,9.13007041659639,32.699029126213595,48.02268514154648,296.1812297734628,3517.572333762738,3.6,['unknown'],['great britain']
uc2.ark+=13960=t9s17vc53,Lang,Lang,,1911.0,1911.0,s,1911,    ,"London;New York;Bombay;Calcutta;Longmans, Green and Co.;1911.",1911,,,"Children's stories, English",,PZ8.1.L2533A2,20474582.0,enk,7663816,1,1.0,1.0,,,The all sorts of stories book,,True,The all sorts of stories book,0.2146891606059705,0.8534306646221071,Lang,unknown,13.913279132791327,49.694376510160765,37.72192513368984,152.89058880722925,333.048128342246,12881.484314678715,2.5,['fiction'],['fiction and juvenile belles lettres']
uc2.ark+=13960=t4th8f473,"Knight, F. A","Knight, F. A",,1911.0,1911.0,s,1911,    ,London;J. M. Dent;1911,1911,,,,,,14635318.0,enk,7664499,1,1.0,1.0,,,The Rajpoot's rings,,True,The Rajpoot's rings,0.1167724982453877,0.0149831002217669,F,unknown,14.31347962382445,28.139975039553462,34.154798761609904,48.74383920098918,272.25386996904024,4144.468057778758,2.5,['fiction'],['unknown']
uc2.ark+=13960=t81j98k7j,"Lemonnier, Camille","Lemonnier, Camille",,1911.0,1911.0,s,1911,    ,London;George Allen & Co.;1911.,1911,,,,,,8175205.0,enk,7664933,1,1.0,1.0,,,Birds and beasts,,True,Birds and beasts,0.2370622151200876,0.6630181906355119,Camille,f,6.338235294117647,7.282655709342561,22.825242718446603,18.551984164388728,143.70873786407768,1168.2840984070128,1.6,['fiction'],['unknown']
uc2.ark+=13960=t6057ft7b,"Mitford, Bertram","Mitford, Bertram",1855-1914.,1911.0,1911.0,s,1911,    ,"London;Ward, Lock;1911.",1911,,,,,,13699058.0,enk,7667962,1,1.0,1.0,,,The heath hover mystery,,True,The heath hover mystery,0.043968272905158,0.0031206558654459,Bertram,m,18.56716417910448,77.97086210737358,37.56470588235294,86.1752249134948,300.7529411764706,5313.1271972318345,5.0,['fiction'],['unknown']
uc2.ark+=13960=t1qf8m715,"Penny, F. E","Penny, F. E",,1911.0,1911.0,s,1911,    ,London;Chatto & Windus;1911.,1911,,,,,,14705506.0,enk,7670117,1,1.0,1.0,,,Dilys,,True,Dilys,0.2333329297943033,0.2377669895377563,F,unknown,28.33417721518987,1944.025034449608,48.00753768844221,1933.288887906872,319.8316582914573,40298.552063079216,3.3,['fiction'],['unknown']
uc2.ark+=13960=t9k35pm95,"Penny, F. E","Penny, F. E",,1911.0,1911.0,s,1911,    ,London;Chatto & Windus;1911.,1911,,,,,,14705376.0,enk,7670118,1,1.0,1.0,,,The Rajah,,True,The Rajah,0.156837326427013,0.1764467295945375,F,unknown,32.23148148148148,1701.8214163237308,52.0730593607306,1745.1636121014988,381.12785388127855,33964.58639311107,2.6,['fiction'],['unknown']
uc2.ark+=13960=t4qj78t14,"Thayer, John Adams","Thayer, John Adams",1861-1936.,1911.0,1911.0,n,1911,    ,London;T. W. Laurie;c1911,1911,,,"Thayer, John Adams|1861-1936",,,8640883.0,enk,7673501,1,1.0,1.0,,,Getting on;,,True,Getting on;,0.7490978227356374,0.014136496616577,John,m,7.256704980842912,6.275098721392816,24.96564885496183,14.216377250742966,166.45801526717557,1124.3322067478584,2.0,['unknown'],['unknown']
uc2.ark+=13960=t9k35qt0x,"Sturt, George","Sturt, George",1863-1927.,1911.0,1911.0,s,1911,    ,London;Duckworth;1911,1911,,,,,,13427985.0,enk,7674379,1,1.0,1.0,,,The Bettesworth book;,,True,The Bettesworth book;,0.3836626940357185,0.0363401978634994,George,m,14.305454545454545,136.97578842975204,25.72786885245901,132.91282988443967,211.327868852459,11754.771190540176,2.4,['unknown'],['unknown']
uc2.ark+=13960=t4cn71435,"Tennyson, Alfred Browning Stanley","Tennyson, Alfred Browning Stanley",,1911.0,1911.0,s,1911,    ,London;Heinemann;1911.,1911,,,,,,13399950.0,enk,7674670,1,1.0,1.0,,,A portentous history,,True,A portentous history,0.0653085475263957,0.0090037485793497,Alfred,m,18.25581395348837,55.55665224445647,38.191428571428574,110.68621224489796,328.4057142857143,9673.326824489795,2.5,['unknown'],['unknown']
uc2.ark+=13960=t8cf9mk7r,"Wingate, Ashmore Kyle Patterson","Wingate, Ashmore Kyle Patterson",,1911.0,1911.0,s,1911,    ,"St. Andrews;W.C. Henderson & Son, University Press;London;Simpkin, Marshall, Hamilton, Kent & Co., Ltd.;1911?",1911,,,,,,13430810.0,stk,7677363,1,1.0,1.0,,,That mighty city: a study in contemporary manners,,True,That mighty city: a study in contemporary manners,0.3393755828042491,0.0406241945044631,Ashmore,unknown,18.88043478260869,44.86613894139887,47.00268817204301,78.95429384899987,439.8575268817205,7654.261959475083,2.4,['fiction'],['unknown']
uc2.ark+=13960=t0dv1fp6r,"Acorn, George","Acorn, George",,1911.0,1911.0, ,1911,    ,London;W. Heinemann;1911.,1911,,,,,,8951172.0,enk,7677773,1,3.0,3.0,,,One of the multitude,,True,One of the multitude,0.5524590542420544,0.0501595335953811,George,m,9.06070287539936,11.533056374975756,27.325,39.094375,190.290625,2346.299912109376,1.7,['unknown'],['unknown']
uc2.ark+=13960=t8nc5wf3m,"Maeterlinck, Maurice","Maeterlinck, Maurice",1862-1949.,1911.0,1911.0, ,1911,    ,London;Gowans & Gray;1911.,1911,,,,,,363304348.0,enk,7681509,1,1.0,1.0,,,Three plays. with introd. by H. Granville Barker,,True,Three plays. with introd. by H. Granville Barker,0.0101116398331889,0.0436377455982065,Maurice,m,12.22222222222222,37.85537918871252,35.282442748091604,112.66068410931764,196.72519083969465,8641.222189849077,2.4,['unknown'],['unknown']
