docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob	first_name	estimated_gender
njp.32101066458942	Gibbon, Charles	Gibbon, Charles	1843-1890.	1884.0	1884.0	s	1884	    	London;Chatto and Windus;1884.	1884						35741097.0	enk	8928128	1	1.0	1.0	v.1	1.0	By mead and stream, | a novel.		True	By mead and stream, a novel	0.1151736014503811	0.0860215824359107	Charles	m
njp.32101067627362	Allen, Grant	Allen, Grant	1848-1899.	1884.0	1884.0	s	1884	    	London;Chatto & Windus;1884.	1884			Short stories			20576770.0	enk	8961078	1	1.0	1.0			Strange stories.		True	Strange stories	0.1764681452468676	0.0325151400758201	Grant	m
njp.32101067629921	Mrs. Bray, (Anna Eliza)	Bray, (Anna Eliza), Mrs	1790-1883.	1884.0	1883.0	s	1884	    	London;Chapman and Hall, ltd.;1884.	1884	New and rev. ed.					38688714.0	enk	8961231	1	1.0	1.0			A father's curse ; and, A daughter's sacrifice / | $c: by Mrs. Bray.		True	A father's curse ; and, A daughter's sacrifice	0.087195969122653	0.0379852227974444	Anna	f
njp.32101067629962	Mrs. Bray, (Anna Eliza)	Bray, (Anna Eliza), Mrs	1790-1883.	1884.0	1883.0	s	1884	    	London;Chapman and Hall;1884.	1884	New and rev. ed.					11306927.0	enk	8961232	1	1.0	1.0			De Foix : | a romance of Bearn of the fourteenth century / | $c: by Mrs. Bray.		True	De Foix : a romance of Bearn of the fourteenth century	0.1374524731139358	0.0227827927936612	Anna	f
njp.32101067629970	Mrs. Bray, (Anna Eliza)	Bray, (Anna Eliza), Mrs	1790-1883.	1884.0	1883.0	s	1884	    	London;Chapman and Hall;1884.	1884	New and revised edition.					11575190.0	enk	8961233	1	1.0	1.0			Courtenay of Walreddon : | a romance of the West / | $c: by Mrs. Bray.		True	Courtenay of Walreddon : a romance of the West	0.3440242783890858	0.0244615831032006	Anna	f
njp.32101067630697	Mrs. Bray, (Anna Eliza)	Bray, (Anna Eliza), Mrs	1790-1883.	1884.0	1883.0	s	1884	    	London;Chapman and Hall;1884.	1884	New and rev. ed.					18206337.0	enk	8961268	1	1.0	1.0			Warleigh : | a historical romance / | $c: by Mrs. Bray.		True	Warleigh : a historical romance	0.0635366827206308	0.035245849920295	Anna	f
njp.32101067630713	Mrs. Bray, (Anna Eliza)	Bray, (Anna Eliza), Mrs	1790-1883.	1884.0	1883.0	s	1884	    	London;Chapman and Hall;1884.	1884	New and rev. ed.		Pedro I, 1357-1367|d. 1355|Castro, Inês de|History	Portugal		13314872.0	enk	8961270	1	1.0	1.0			The Talba, | an historical romance.		True	The Talba, an historical romance	0.0721712783282411	0.0037640890325195	Anna	f
njp.32101067631414	Brown, John	Brown, John	1810-1882.	1884.0	1882.0	s	1884	    	Edinburgh;D. Douglas;1884.	1884	5th ed.					4280512.0	stk	8961300	1	1.0	1.0			John Leech, and other papers / | $c: by John Brown.		True	John Leech, and other papers	0.5593371145447121	0.0375858950329073	John	m
njp.32101067633147	Dillwyn, Elizabeth Amy	Dillwyn, Elizabeth Amy		1884.0	1884.0	s	1884	    	London;Macmillan;1884.	1884						22105158.0	enk	8961388	1	1.0	1.0	v.1	1.0	Jill / | $c: by E. A. Dillwyn ....		True	Jill	0.0342849647894044	0.2351866891001852	Elizabeth	f
njp.32101067633279	Diehl, Alice M. (Alice Mangold)	Diehl, Alice M. (Alice Mangold)	1844-1912.	1884.0	1884.0	s	1884	    	London;R. Bentley;1884.	1884						22301850.0	enk	8961394	1	1.0	1.0	v.1	1.0	"The knave of hearts : | a novel / | $c: by the author of ""The Garden of Eden,"" ""Eve Lester,"" etc."		True	The knave of hearts : a novel	0.0691142378597562	0.0460510109963486	Alice	f
njp.32101067644680	Fleming, George	Fleming, George	1858-1938.	1884.0	1884.0	s	1884	    	London;Macmillan and Co.;1884;(Edinburgh;Printed by R. & R. Clark, Edinburgh)	1884						220926102.0	enk	8961902	1	3.0	3.0	v.1	1.0	Vestigia / | $c: by George Fleming.		True	Vestigia	0.1259802783360046	0.0089946959169779	George	m
njp.32101067647352	Warden, Florence	Warden, Florence	1857-1929.	1884.0	1884.0	s	1884	    	London;R. Bentley;1884.	1884						35339833.0	enk	8962058	1	1.0	1.0	v.2	2.0	The white witch : | a novel in three volumes.		True	The white witch : a novel in three volumes	0.0287014216815193	0.0223506001396864	Florence	f
njp.32101068168101	Crommelin, May	Crommelin, May		1884.0	1884.0	s	1884	    	London;Hurst and Blackett;1884.	1884						21171229.0	enk	8968416	1	1.0	1.0	vol.1	1.0	Joy, or, The light of Cold-home Ford / | $c: by May Crommelin.		True	Joy, or, The light of Cold-home Ford	0.0071459708668365	0.5748708331319121	May	f
njp.32101068602059	Reade, Charles	Reade, Charles	1814-1884.	1884.0	1884.0	s	1884	    	London;Chatto & Windus;1884.	1884	The jilt: a yarn.--The history of an acre.--The Knightsbridge mystery.--The kindly jest.--An old bachelor's adventure.--A stroke of business.--What has become of Lord Camelford's body?				PZ3.R222J5	4679096.0	enk	8973696	1	2.0	2.0			The jilt and other stories. / | $c: By Charles Reade ; with four illustrations by Joseph Nash.		True	The jilt and other stories	0.2403214182231293	0.0410713601226331	Charles	m
njp.32101063877326	Moira	Moira		1884.0	1884.0	s	1884	    	London;Remington;1884.	1884						22942084.0	enk	9041110	1	1.0	1.0	v. 1	1.0	Philip Graham : | a subject of Queen Mab / | $c: by Moira.		True	Philip Graham : a subject of Queen Mab	0.0	0.0	Moira	f
njp.32101064918103	Cooper, Katherine	Cooper, Katherine	1841-1894.	1884.0	1884.0	s	1884	    	London;Chatto;1884.	1884	A new ed.					41992739.0	enk	9409317	1	1.0	1.0			Gideon's rock, | and other stories ...		True	Gideon's rock, and other stories	0.1588141049173397	0.0472900487884327	Katherine	f
uva.x000425323	Queen of Great Britain, Victoria	Queen of Great Britain, Victoria	1819-1901.	1884.0	1884.0	s	1884	    	London;Smith, Elder;1884.	1884			Kings and rulers|1819-1901|Description and travel|Queen of Great Britain|Victoria	Highlands (Scotland)|Great Britain	DA552.L51 1884	28840444.0	enk	9792522	1	2.0	2.0			More leaves from the journal of a life in the Highlands, from 1862 to 1882.		True	More leaves from the journal of a life in the Highlands, from 1862 to 1882	0.9927552397734248	0.0657091459100892	Victoria	f
dul1.ark+=13960=t9863170h	Braddon, M. E	Braddon, M. E. (Mary Elizabeth)	1835-1915.	1884.0	1884.0	s	1884	    	London;John and Robert Maxwell;1884	1884						6459648.0	enk	10945314	1	1.0	1.0	v.1	1.0	Ishmael		True	Ishmael	0.4816043527614408	0.0282040316238838	Mary	f
uc1.b3908991	Crawford, F. Marion (Francis Marion)	Crawford, F. Marion (Francis Marion)	1854-1909.	1885.0	1885.0	s	1885	    	London;New York;Macmillan and Co.;1885.	1885					PZ3.C857Z	644672.0	enk	117402	2	5.0	4.0			Zoroaster, | $c: by F. Marion Crawford.		True	Zoroaster	0.1540602860014087	0.0548961271347187	Francis	m
mdp.39015070461713				1885.0	1885.0	s	1885	    	London;R. Bentley;1885.	1885						1540225.0	enk	200599	2	2.0	2.0			"Old 'Miscellany"" days. | A selection of stories from ""Bentley's miscellany."" | $c: By various authors. Illustrated by George Cruikshank, 1837-1843. With 33 illus. printed from the original etchings on the steel."		True	"Old 'Miscellany"" days. A selection of stories from ""Bentley's miscellany."""	0.1317140288417068	0.0216499390082639		unknown
mdp.39015030376589	Linton, E. Lynn (Elizabeth Lynn)	Linton, E. Lynn (Elizabeth Lynn)	1822-1898.	1885.0	1885.0	s	1885	    	London;R. Bentley & son;1885.	1885						13299782.0	enk	280434	1	1.0	1.0	v.1	1.0	The autobiography of Christoper Kirkland. | $c: By Mrs. Lynn Linton.		True	The autobiography of Christoper Kirkland	0.3773675575266546	0.0131464457130052	Elizabeth	f
mdp.39015073316955	Carlyle, Thomas	Carlyle, Thomas	1795-1881.	1885.0	1881.0	m	1885	1895	London;Chapman & Hall;1885-95.	1885-1895	Ashburton ed.|V. 1. French revolution - 2. French revolution (cont'd). - Past and present. - 3. Sartor resartus on heroes, hero-worship and the heroic in history. - 4. The life of Friedrich Schuller. - The life of John Sterling. - 5. Latter-day pamphlets. - The early kings of Norway, also an essay on the portraits of John Knox. - 6-8. Oliver Cromwell's letters and speechers, with elucidations. - 9-14. History of Friedrich D. of Prussia called Frederick the Great. - 15-17. Critical and miscellan					12991410.0	enk	285803	1	1.0	1.0	v.1	1.0	Works.		True	Works	0.8841091960055825	0.0956530063617662	Thomas	m
mdp.39015073316781	Carlyle, Thomas	Carlyle, Thomas	1795-1881.	1885.0	1881.0	m	1885	1895	London;Chapman & Hall;1885-95.	1885-1895	Ashburton ed.|V. 1. French revolution - 2. French revolution (cont'd). - Past and present. - 3. Sartor resartus on heroes, hero-worship and the heroic in history. - 4. The life of Friedrich Schuller. - The life of John Sterling. - 5. Latter-day pamphlets. - The early kings of Norway, also an essay on the portraits of John Knox. - 6-8. Oliver Cromwell's letters and speechers, with elucidations. - 9-14. History of Friedrich D. of Prussia called Frederick the Great. - 15-17. Critical and miscellan					12991410.0	enk	285803	1	1.0	1.0	v.5	5.0	Works.	Latter-day pamphlets. - The early kings of Norway, also an essay on the portraits of John Knox	True	Latter-day pamphlets. - The early kings of Norway, also an essay on the portraits of John Knox	0.3183674035054982	0.0145028353138271	Thomas	m
mdp.39015073317094	Carlyle, Thomas	Carlyle, Thomas	1795-1881.	1885.0	1881.0	m	1885	1895	London;Chapman & Hall;1885-95.	1885-1895	Ashburton ed.|V. 1. French revolution - 2. French revolution (cont'd). - Past and present. - 3. Sartor resartus on heroes, hero-worship and the heroic in history. - 4. The life of Friedrich Schuller. - The life of John Sterling. - 5. Latter-day pamphlets. - The early kings of Norway, also an essay on the portraits of John Knox. - 6-8. Oliver Cromwell's letters and speechers, with elucidations. - 9-14. History of Friedrich D. of Prussia called Frederick the Great. - 15-17. Critical and miscellan					12991410.0	enk	285803	1	1.0	1.0	v.6	6.0	Works.	Oliver Cromwell's letters and speechers, with elucidations	True	Oliver Cromwell's letters and speechers, with elucidations	0.9772685777328624	0.0267992668719696	Thomas	m
mdp.39015047764322	Ewing, Juliana Horatia Gatty	Ewing, Juliana Horatia Gatty	1841-1885.	1885.0	1885.0	s	1885	    	London;Society for Promoting Christian Knowledge;New York;E. & J.B.Young & Co.;1885	1885					PZ7.E95Lo	37916259.0	enk	437701	1	2.0	1.0			Lob Lie-by-the fire; or, The luck of Lingborough. | $c: By Juliana Horatia Ewing. Illustrated by Randolph Caldecott; engraved and printed by Edmund Evans.		True	Lob Lie-by-the fire; or, The luck of Lingborough	0.0829284955456653	0.8732906905251541	Juliana	f
mdp.39015005867331	Earl of, Lytton, Edward Robert Bulwer Lytton	Earl of, Lytton, Edward Robert Bulwer Lytton	1831-1891.	1885.0	1885.0	s	1885	    	London;J. Murray;1885.	1885						32148842.0	enk	538658	1	1.0	1.0	v.2	2.0	Glenaveril; or, The metamorphoses ...		True	Glenaveril; or, The metamorphoses	0.1829987236894105	0.0015814938193364	Edward	m
uc2.ark+=13960=t9j38zx2z	Black, William	Black, William	1841-1898.	1885.0	1885.0	s	1885	    	London;Macmillan;1885.	1885						13290394.0	enk	586762	2	2.0	2.0	v.1	1.0	White heather		True	White heather	0.0299781144455635	0.008946182063998	William	m
mdp.39015066053979	Twain, Mark	Twain, Mark	1835-1910.	1885.0	1885.0	s	1885	    	London;Diprose & Bateman;1885	1885						5922290.0	enk	663204	1	1.0	1.0			Choice bits from Mark Twain.		True	Choice bits from Mark Twain	0.364850939567704	0.3215910431981409	Mark	m
mdp.39015063938636	Duchess	Duchess	1855?-1897.	1885.0	1885.0	s	1885	    	London;Smith, Elder, & co.;1885.	1885	A new ed.					12758216.0	enk	781009	1	1.0	1.0			Doris, | $c: by the author of 'Phyllis' ...		True	Doris	0.0613794816077041	0.018953566772778	Duchess	unknown
mdp.39015063938396	Duchess	Duchess	1855?-1897.	1885.0	1885.0	s	1885	    	London;Ward and Downey;1885.	1885	New ed.|A maiden all forlorn.--Moonshine and marguerites.--A passive orime.--Zara.--Vivienne.--A fit of the blues.--Monica.--Dr. Ball.--Barbara.--One New Year's eve.--Nurse Eva.--A rose distill'd.					66895177.0	enk	781159	1	1.0	1.0			"A maiden all forlorn, | and other stories. | $c: By the author or ""Phyllis."""		True	A maiden all forlorn, and other stories	0.075620345538229	0.0097074867232589	Duchess	unknown
mdp.39015063938339	Duchess	Duchess	1855?-1897.	1885.0	1885.0	s	1885	    	London;Smith, Elder, & co.;1885.	1885	A new ed.		English fiction			12728321.0	enk	781189	1	3.0	3.0			Phyllis, | a novel, | $c: by the author of 'Molly Bawn.'		True	Phyllis, a novel	0.0312208427201901	0.037756880670016	Duchess	unknown
mdp.39015063938321	Duchess	Duchess	1855?-1897.	1885.0	1885.0	s	1885	    	London;Smith, Elder, & co.;1885.	1885	A new ed.		English fiction			24181306.0	enk	781190	1	2.0	2.0			Rossmoyne, | $c: by the author of 'Phyllis.'		True	Rossmoyne	0.1638530829967207	0.1818625891108694	Duchess	unknown
uc2.ark+=13960=t2b85899s	Shorthouse, J. H	Shorthouse, J. H. (Joseph Henry)	1834-1903.	1885.0	1885.0	s	1885	    	London;Macmillan and co.;1885.	1885						6887244.0	enk	782316	2	3.0	3.0			The little schoolmaster Mark		True	The little schoolmaster Mark	0.6947134911231827	0.9014742639880556	Joseph	m
mdp.39015008535687	Dante Alighieri	Dante Alighieri	1265-1321.	1885.0	1885.0	s	1885	    	London;Macmillan;1885.	1885					PQ4307.A1 1885	3251855.0	enk	876647	2	2.0	2.0			The Paradise of Dante Alighieri, | $c: ed. with translation and notes by Authur John Butler.		True	The Paradise of Dante Alighieri	0.9089284162973228	0.1414394474166363	Dante	m
mdp.39015011893271	Pennell, Elizabeth Robins	Pennell, Elizabeth (Robins)	1855-1936.	1885.0	1885.0	s	1885	    	London;W.H. Allen;1885.	1885			Wollstonecraft, Mary|1759-1797		PR5841.W8Z82 1885	2740250.0	enk	1188848	1	1.0	1.0			Mary Wollstonecraft Godwin.		True	Mary Wollstonecraft Godwin	0.9206055193675916	0.0125196669427119	Robins	unknown
uc1.$b271393	Forbes, Gordon Sullivan	Forbes, Gordon Sullivan		1885.0	1885.0	s	1885	    	London;Swan Sonnenschein;1885.	1885			South Kanara|India|Description and travel|South Kanara (India)|Ganjam (District)|Zoology|Ganjam (India : District)		QL309.F6	4878194.0	enk	1266768	2	2.0	2.0			Wild life in Canara and Ganjam		True	Wild life in Canara and Ganjam	0.9540836911354922	0.3428597782299511	Gordon	m
inu.30000006241354				1885.0	1885.0	s	1885	    	London;Printed for the Villon society;1885	1885	1. The history of Thomas Hickathrift. -- 2. The history of the seven wise masters of Rome. -- 3. Mother Bunch's closet newly broke open, and the History of Mother Bunch of the west. -- 4. The history of Patient Grisel. -- 5. The history of Sir Richard Whittington, by T.H.					1075984.0	enk	1370150	3	3.0	3.0	v.1	1.0	Chap-books and folk-lore tracts / | $c: edited by  G.L. Gomme and H.B. Wheatley. | $n: First series.	The history of Thomas Hickathrift	True	The history of Thomas Hickathrift	0.6423172994072148	0.9781375742080634		unknown
inu.39000005868141				1885.0	1885.0	s	1885	    	London;Printed for the Villon society;1885	1885	1. The history of Thomas Hickathrift. -- 2. The history of the seven wise masters of Rome. -- 3. Mother Bunch's closet newly broke open, and the History of Mother Bunch of the west. -- 4. The history of Patient Grisel. -- 5. The history of Sir Richard Whittington, by T.H.					1075984.0	enk	1370150	2	2.0	2.0	v.4	4.0	Chap-books and folk-lore tracts / | $c: edited by  G.L. Gomme and H.B. Wheatley. | $n: First series.	The history of Patient Grisel	True	The history of Patient Grisel	0.5933331835707928	0.0210634727999844		unknown
mdp.39015003463430	Martin, William	Martin, William	1801-1867.	1885.0	1867.0	s	1885	    	London;New York [etc.;Cassell and company, limited;c1885	1885						67412088.0	enk	1417038	1	1.0	1.0			What the little ones saw. | $c: By Chatty Cheerful [pseud.]		True	What the little ones saw	0.7644895018649739	0.999774217844407	William	m
mdp.39015030026820	Kielland, Alexander Lange	Kielland, Alexander Lange	1849-1906.	1885.0	1885.0	s	1885	    	London;K. Paul, Trench & co.;1885.	1885						67893793.0	enk	1788751	1	1.0	1.0			Garman & Worse... | $c: Tr. by W.W. Kettlewell.		True	Garman & Worse	0.1876479126511976	0.01232484997874	Alexander	m
uc2.ark+=13960=t01z4459h	Middlemore, Maria Trinidad Howard	Middlemore, Maria Trinidad Howard		1885.0	1885.0	s	1885	    	London;Chatto and Windus;1885.	1885			Spain|Legends			2475234.0	enk	1880832	3	3.0	3.0			Spanish legendary tales		True	Spanish legendary tales	0.403310765074488	0.14085413296193	Maria	f
mdp.39015000541725	Pater, Walter	Pater, Walter	1839-1894.	1885.0	1885.0	s	1885	    	London;Macmillan and co.;1885.	1885						1099692.0	enk	1910607	2	5.0	3.0	v.1	1.0	Marius the Epicurean, | his sensations and ideas, | $c: by Walter Pater ...		True	Marius the Epicurean, his sensations and ideas	0.3617079206654718	0.0026808786927034	Walter	m
inu.30000066054192	Mrs., Praed, Campbell	Praed, Campbell, Mrs	1851-1935.	1885.0	1885.0	s	1885	    	London;Chapman & Hall;1885.	1885						13407267.0	enk	6061495	1	1.0	1.0	v.1	1.0	The head station; | a novel of Australian life, | $c: by Mrs. Campbell-Praed.		True	The head station; a novel of Australian life	0.2612317756935285	0.0088452066387971	Campbell	m
uc1.$b752143	Molloy, J. Fitzgerald (Joseph Fitzgerald)	Molloy, J. Fitzgerald (Joseph Fitzgerald)	1858-1908.	1885.0	1885.0	s	1885	    	London;Ward & Downey;1885.	1885			Charles|King of England|History|II|Court and courtiers|1630-1685	Great Britain|London (England)		5112263.0	enk	6065603	1	1.0	1.0	v.1	1.0	Royalty restored : | or, London under Charles II / | $c: by J. Fitzgerald Molloy ; with an etching of Charles II by J. Grego, and eleven other portraits.		True	Royalty restored : or, London under Charles II	0.3639440480810057	0.217464301811207	Joseph	m
uc1.b4573161	Pennell, Joseph	Pennell, Joseph	1857-1926.	1885.0	1885.0	s	1885	    	London;Seeley;1885.	1885			Description and travel	Kent (England)			enk	6272468	2	2.0	2.0			A Canterbury pilgrimage; | $c: ridden, written, and illustrated by Joseph and Elizabeth Robins Pennell.		True	A Canterbury pilgrimage;	0.936489153710846	0.2090000291852232	Joseph	m
uc2.ark+=13960=t9d50ms1z	Buchanan, Robert Williams	Buchanan, Robert Williams	1841-1901.	1885.0	1885.0	s	1885	    	London;R. Bentley & Son;1885.	1885						9470821.0	enk	6501428	2	2.0	2.0	v.1	1.0	The master of the mine		True	The master of the mine	0.1963698909236319	0.1300062432979168	Robert	m
uc2.ark+=13960=t4hm55m4q	G., I. H	G., I. H		1885.0	1885.0	s	1885	    	London;Simpkin, Marshall, & Co.;1885	1885			Fox hunting|1792-1884|Carter, George			18850941.0	enk	6519675	3	3.0	3.0			Hound and horn;		True	Hound and horn;	0.4058587904078699	0.0032488950271378	I	unknown
nyp.33433066594502	Barras, Julius	Barras, Julius	d. 1894.	1885.0	1885.0	s	1885	    	London;S. Sonnenschein;1885.	1885			India|Social life and customs|Hunting	India	DS413.B3	28307693.0	enk	6531232	1	1.0	1.0	Ser. 1	1.0	India and tiger-hunting.		True	India and tiger-hunting	0.8233605532713385	0.1495060806239045	Julius	m
uc2.ark+=13960=t05x2j82k	Lytton, Edward Robert Bulwer Lytton	Lytton, Edward Robert Bulwer Lytton		1885.0	1885.0	s	1885	    	London;Murray;1885.	1885						13311387.0	enk	6652064	1	2.0	2.0	v.2	2.0	Glenaveril; or, The metamorphoses		True	Glenaveril; or, The metamorphoses	0.2296424225103263	0.0205592619532799	Edward	m
wu.89040946683	Dutt, Shoshee Chunder	Dutt, Shoshee Chunder	1824-1885	1885.0	1885.0	m	1885	9999	London|L. Reeve and Co.|1885-	1885					PR5299.S28 1885	16528816.0	enk	6771666	1	1.0	1.0	v.3	3.0	The works of Shoshee Chunder Dutt. | Second series. Imaginative, descriptive, and metrical ...		True	The works of Shoshee Chunder Dutt. Second series. Imaginative, descriptive, and metrical	0.3699254757660446	0.0023584263047351	Shoshee	unknown
inu.39000005510875				1885.0	1885.0	q	1885	1890	London;F. Warne;1887?	1887	Rev. ed.					10940067.0	enk	6930670	1	1.0	1.0			The fables of Pilpay. 		True	The fables of Pilpay	0.2604808844433465	0.9254255288714764		unknown
uc1.32106011037733				1885.0	1885.0	s	1885	    	S.l.;Privately printed by The Burton Club;1885	1885						33821474.0	enk	7116695	1	1.0	1.0	supp. v.1	1.0	The book of the thousand nights and a night : | a plain and literal translation of the Arabian nights entertainments / | $c: made and annotated by Richard F. Burton.		True	The book of the thousand nights and a night : a plain and literal translation of the Arabian nights entertainments	0.1748301347411164	0.3312242488530973		unknown
uc1.b3048112	Du Boisgobey, Fortune	Du Boisgobey, Fortune	1821-1891.	1885.0	1885.0	q	1880	1889	London;Vizetelly;188-]-	"<estimate=""[188-]-"">"	v. 1, pt. 1. The old age of Lecoq, the detective, and an omnibus mystery -- v. 2. In the Serpents' coils -- v. 3, pt. 1. The day of reckoning -- v. 4. The severed hand -- v. 5. Bertha's secret -- v. 6. Who died last?   -- v. 8. The Matapan affair -- v. 9. A fight for a fortune -- v. 10, pt. 1. The golden pig -- v. 11. Prehy Babiole -- v. 12. The thumb stroke -- v. 13, pt. 1-2. The coral pin -- v. 14. The jailer's pretty wife -- v. 15. The angel of the chimes -- v. 16, pt. 1. His great revenge -					18953936.0	enk	7328911	1	1.0	1.0	v. 1	1.0	Sensational novels.	The old age of Lecoq, the detective, and an omnibus mystery	True	The old age of Lecoq, the detective, and an omnibus mystery	0.1348230830344943	0.0118840120201801	Fortune	unknown
uc1.b3048113	Du Boisgobey, Fortune	Du Boisgobey, Fortune	1821-1891.	1885.0	1885.0	q	1880	1889	London;Vizetelly;188-]-	"<estimate=""[188-]-"">"	v. 1, pt. 1. The old age of Lecoq, the detective, and an omnibus mystery -- v. 2. In the Serpents' coils -- v. 3, pt. 1. The day of reckoning -- v. 4. The severed hand -- v. 5. Bertha's secret -- v. 6. Who died last?   -- v. 8. The Matapan affair -- v. 9. A fight for a fortune -- v. 10, pt. 1. The golden pig -- v. 11. Prehy Babiole -- v. 12. The thumb stroke -- v. 13, pt. 1-2. The coral pin -- v. 14. The jailer's pretty wife -- v. 15. The angel of the chimes -- v. 16, pt. 1. His great revenge -					18953936.0	enk	7328911	1	1.0	1.0	v. 2	2.0	Sensational novels.	In the Serpents' coils	True	In the Serpents' coils	0.2314868596385706	0.0472540849671845	Fortune	unknown
uc1.b3048114	Du Boisgobey, Fortune	Du Boisgobey, Fortune	1821-1891.	1885.0	1885.0	q	1880	1889	London;Vizetelly;188-]-	"<estimate=""[188-]-"">"	v. 1, pt. 1. The old age of Lecoq, the detective, and an omnibus mystery -- v. 2. In the Serpents' coils -- v. 3, pt. 1. The day of reckoning -- v. 4. The severed hand -- v. 5. Bertha's secret -- v. 6. Who died last?   -- v. 8. The Matapan affair -- v. 9. A fight for a fortune -- v. 10, pt. 1. The golden pig -- v. 11. Prehy Babiole -- v. 12. The thumb stroke -- v. 13, pt. 1-2. The coral pin -- v. 14. The jailer's pretty wife -- v. 15. The angel of the chimes -- v. 16, pt. 1. His great revenge -					18953936.0	enk	7328911	1	1.0	1.0	v. 3	3.0	Sensational novels.	The day of reckoning	True	The day of reckoning	0.0	0.0	Fortune	unknown
uc1.b3048115	Du Boisgobey, Fortune	Du Boisgobey, Fortune	1821-1891.	1885.0	1885.0	q	1880	1889	London;Vizetelly;188-]-	"<estimate=""[188-]-"">"	v. 1, pt. 1. The old age of Lecoq, the detective, and an omnibus mystery -- v. 2. In the Serpents' coils -- v. 3, pt. 1. The day of reckoning -- v. 4. The severed hand -- v. 5. Bertha's secret -- v. 6. Who died last?   -- v. 8. The Matapan affair -- v. 9. A fight for a fortune -- v. 10, pt. 1. The golden pig -- v. 11. Prehy Babiole -- v. 12. The thumb stroke -- v. 13, pt. 1-2. The coral pin -- v. 14. The jailer's pretty wife -- v. 15. The angel of the chimes -- v. 16, pt. 1. His great revenge -					18953936.0	enk	7328911	1	1.0	1.0	v. 6	6.0	Sensational novels.	His great revenge	True	His great revenge	0.0819865535229625	0.0401356704427851	Fortune	unknown
uc1.b3048116	Du Boisgobey, Fortune	Du Boisgobey, Fortune	1821-1891.	1885.0	1885.0	q	1880	1889	London;Vizetelly;188-]-	"<estimate=""[188-]-"">"	v. 1, pt. 1. The old age of Lecoq, the detective, and an omnibus mystery -- v. 2. In the Serpents' coils -- v. 3, pt. 1. The day of reckoning -- v. 4. The severed hand -- v. 5. Bertha's secret -- v. 6. Who died last?   -- v. 8. The Matapan affair -- v. 9. A fight for a fortune -- v. 10, pt. 1. The golden pig -- v. 11. Prehy Babiole -- v. 12. The thumb stroke -- v. 13, pt. 1-2. The coral pin -- v. 14. The jailer's pretty wife -- v. 15. The angel of the chimes -- v. 16, pt. 1. His great revenge -					18953936.0	enk	7328911	1	1.0	1.0	v. 8	8.0	Sensational novels.		True	Sensational novels	0.108195942540331	0.2142302500297924	Fortune	unknown
uc2.ark+=13960=t7sn03629	Dutt, Shoshee Chunder	Dutt, Shoshee Chunder	1824-1885	1885.0	1885.0	s	1885	    	London;L. Reeve;1885.	1885						8334290.0	enk	7658168	1	1.0	1.0			The young Zemind??r		True	The young Zemind??r	0.3005999100908469	0.0855519090849462	Shoshee	unknown
uc2.ark+=13960=t74t6gw1f	Francillon, R. E	Francillon, R. E		1885.0	1885.0	 	1885	    	London;Chatto & Windus;1885.	1885						319986305.0	enk	7659725	1	1.0	1.0			A real queen		True	A real queen	0.0580176380910852	0.0198326128648868	R	unknown
uc2.ark+=13960=t3319tq2m	Laffan, May	Laffan, May		1885.0	1885.0	 	1885	    	London;Chapman and Hall Limited;1885.	1885						41224980.0	enk	7664622	1	1.0	1.0			A singer's story		True	A singer's story	0.1573865238008845	0.096053627326845	May	f
uc2.ark+=13960=t3319v559	Newman, John Henry	Newman, John Henry	1801-1890.	1885.0	1885.0	 	1885	    	London;Burns and Oates;1885.	1885						2355219.0	enk	7682170	1	1.0	1.0			Callista		True	Callista	0.105566517443606	0.0065873752353579	John	m
uc2.ark+=13960=t9668ff0f	Farjeon, B. L	Farjeon, B. L. (Benjamin Leopold)	1833-1903.	1885.0	1885.0	s	1885	    	London;Ward and Downey;1885.	1885						13366303.0	enk	7687761	1	1.0	1.0	v.1	1.0	Great Porter square: a mystery		True	Great Porter square: a mystery	0.5120875374960855	0.083502357693967	Benjamin	m
uc2.ark+=13960=t37082c7z	Gray, Louisa M	Gray, Louisa M		1885.0	1885.0	s	1885	    	London;Nelson;1885.	1885						13349624.0	enk	7688353	1	1.0	1.0			Ada and Gerty; or Hand in Hand heavenward		True	Ada and Gerty; or Hand in Hand heavenward	0.1626337823414489	0.7929292615612222	Louisa	f
uc2.ark+=13960=t75t3mx5n	Gray, Louisa M	Gray, Louisa M		1885.0	1885.0	s	1885	    	London;New York;Nelson;1885.	1885						8526986.0	enk	7688354	1	1.0	1.0			Nelly's teachers and what they learned		True	Nelly's teachers and what they learned	0.0535493291537298	0.8573882719376699	Louisa	f
uc2.ark+=13960=t8tb14098	Houlding, John Richard	Houlding, John Richard		1885.0	1885.0	s	1885	    	London;Hodder and Stoughton;1885.	1885						13314832.0	enk	7689155	1	1.0	1.0			Launching away, or, Roger Larksway's strange mission		True	Launching away, or, Roger Larksway's strange mission	0.164493311555548	0.0273246552428457	John	m
