docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob	first_name	estimated_gender
mdp.39015073748355				1823.0	1823.0	s	1823	    	London;Printed for C. and J. Rivington;1823.	1823	v.1-4. Tatler.--v.5-12. Spectator.--v.13-15. Guardian.--v.16-18. Rambler.--v.19-21. Adventurer.--v.22-24. World.--v.25-26. Connoisseur.--v.27. Idler.--v.28-29. Mirror.--v.30-31. Lounger.--v.32-34. Observer.--v.35-37. Looker-on.--v.38. General index.		English essays		PR1365.B86	3099289.0	enk	2619014	1	1.0	1.0	v.26	26.0	The British essayists; | with prefaces, historical and biographical, | $c: by A. Chalmers.	Connoisseur	True	Connoisseur	0.8731717988445246	0.4505602674056658		unknown
mdp.39015073748371				1823.0	1823.0	s	1823	    	London;Printed for C. and J. Rivington;1823.	1823	v.1-4. Tatler.--v.5-12. Spectator.--v.13-15. Guardian.--v.16-18. Rambler.--v.19-21. Adventurer.--v.22-24. World.--v.25-26. Connoisseur.--v.27. Idler.--v.28-29. Mirror.--v.30-31. Lounger.--v.32-34. Observer.--v.35-37. Looker-on.--v.38. General index.		English essays		PR1365.B86	3099289.0	enk	2619014	1	1.0	1.0	v.28	28.0	The British essayists; | with prefaces, historical and biographical, | $c: by A. Chalmers.	Mirror	True	Mirror	0.7329103522842834	0.01587295822339		unknown
mdp.39015073748397				1823.0	1823.0	s	1823	    	London;Printed for C. and J. Rivington;1823.	1823	v.1-4. Tatler.--v.5-12. Spectator.--v.13-15. Guardian.--v.16-18. Rambler.--v.19-21. Adventurer.--v.22-24. World.--v.25-26. Connoisseur.--v.27. Idler.--v.28-29. Mirror.--v.30-31. Lounger.--v.32-34. Observer.--v.35-37. Looker-on.--v.38. General index.		English essays		PR1365.B86	3099289.0	enk	2619014	1	1.0	1.0	v.30	30.0	The British essayists; | with prefaces, historical and biographical, | $c: by A. Chalmers.	Lounger	True	Lounger	0.6212921629891571	0.0065304707554279		unknown
mdp.39015073749015				1823.0	1823.0	s	1823	    	London;Printed for C. and J. Rivington;1823.	1823	v.1-4. Tatler.--v.5-12. Spectator.--v.13-15. Guardian.--v.16-18. Rambler.--v.19-21. Adventurer.--v.22-24. World.--v.25-26. Connoisseur.--v.27. Idler.--v.28-29. Mirror.--v.30-31. Lounger.--v.32-34. Observer.--v.35-37. Looker-on.--v.38. General index.		English essays		PR1365.B86	3099289.0	enk	2619014	1	1.0	1.0	v.32	32.0	The British essayists; | with prefaces, historical and biographical, | $c: by A. Chalmers.	Observer	True	Observer	0.5266065206564181	0.1005168522505601		unknown
mdp.39015073749049				1823.0	1823.0	s	1823	    	London;Printed for C. and J. Rivington;1823.	1823	v.1-4. Tatler.--v.5-12. Spectator.--v.13-15. Guardian.--v.16-18. Rambler.--v.19-21. Adventurer.--v.22-24. World.--v.25-26. Connoisseur.--v.27. Idler.--v.28-29. Mirror.--v.30-31. Lounger.--v.32-34. Observer.--v.35-37. Looker-on.--v.38. General index.		English essays		PR1365.B86	3099289.0	enk	2619014	1	1.0	1.0	v.35	35.0	The British essayists; | with prefaces, historical and biographical, | $c: by A. Chalmers.	Looker-on	True	Looker-on	0.8211027821717571	0.008190409066541		unknown
inu.32000006720579	Shelley, Mary Wollstonecraft	Shelley, Mary Wollstonecraft	1797-1851.	1823.0	1823.0	s	1823	    	London;G. and W.B. Whittaker;1823.	1823			1281-1328|Castracani, Castruccio			1408209.0	enk	6061719	2	1.6666666666666667	1.6666666666666667	v.1	1.0	"Valperga : | or, The life and adventures of Castruccio, Prince of Lucca / | $c: by the author of ""Frankenstein"" [i.e. M. W. G. Shelley]."		True	Valperga : or, The life and adventures of Castruccio, Prince of Lucca	0.0991921532772757	0.6182352739492702	Mary	f
uc1.$b250099	Logan, Eliza	Logan, Eliza		1823.0	1823.0	s	1823	    	Edinburgh;Printed for Maclachlan and Stewart, [etc.;1823.	1823						4355453.0	stk	6502416	1	1.0	1.0	v. 1	1.0	St. Johnstoun		True	St. Johnstoun	0.0859218551196606	0.0045470069315504	Eliza	f
uc2.ark+=13960=t9w09103m	Louis	Louis		1823.0	1823.0	s	1823	    	London;H. Colburn;1823.	1823			Belgium|Description and travel			13100612.0	enk	6547446	2	2.0	2.0			Narrative of a journey to Brussels and Coblentz, 1791		True	Narrative of a journey to Brussels and Coblentz, 1791	0.8254433740588172	0.0311902994137112	Louis	m
uc1.b3554642	Helme, Elizabeth	Helme, Elizabeth	d. 1814?	1823.0	1823.0	s	1823	    	Manchester;Printed and Published by J. Cleave and Son;1823.	1823						23380202.0	enk	6673781	2	5.0	5.0			The farmer of Inglewood Forest; | or, An affecting portrait of virtue and vice. | $c: By Elizabeth Helme.		True	The farmer of Inglewood Forest; or, An affecting portrait of virtue and vice	0.0635098587960689	0.1258951154434822	Elizabeth	f
uc1.b3578407	Galt, John	Galt, John	1779-1839.	1823.0	1823.0	s	1823	    	Edinburgh;Oliver & Boyd;London;G. & W. B. Whittaker;1823.	1823			Stuarts, to the Union, 1371-1707|Covenanters|History			22949383.0	stk	6678060	1	5.0	2.0	v.1	1.0	"Ringan Gilhaize; or, The covenanters, | $c: by the author of ""Annals of the parish,"" ""Sir Andrew Wylie,"" ""The entail,"" &c. ..."		True	Ringan Gilhaize; or, The covenanters	0.3620042613013797	0.1279908772930458	John	m
uc1.b3582524	Ward, Catherine G. (Catherine George)	Ward, Catherine G. (Catherine George)	b. 1787.	1823.0	1823.0	s	1823	    	London;Jacques;1823.	1823						41966436.0	enk	6679278	2	3.0	3.0			The mysteries of St. Clair; or, Mariette Mouline ...		True	The mysteries of St. Clair; or, Mariette Mouline	0.2271750603707073	0.1883249205014919	Catherine	f
uc2.ark+=13960=t6251hf25				1823.0	1823.0	 	1823	    	London;Longman, Hurst, Rees, Orme, and Brown;1823.	1823						166329491.0	enk	7672384	1	1.0	1.0			The School for sisters, or, The lesson of experience		True	The School for sisters, or, The lesson of experience	0.0918130530749435	0.0728826134109958		unknown
uc2.ark+=13960=t2z31tt9g				1823.0	1823.0	s	1823	    	London;H. Colburn & Co.;1823.	1823					PZ3.I753	13304772.0	enk	7688766	3	3.0	3.0	v.1	1.0	Isabella		True	Isabella	0.0	0.0		unknown
njp.32101068163854				1823.0	1823.0	s	1823	    	London;H. Colburn & Co.;1823.	1823					PZ3.I753	13304772.0	enk	7688766	3	3.0	3.0	vol.2	2.0	"Isabella. | A novel. | $c: By the author of ""Rhoda,"" & c. ..."		True	Isabella. A novel	0.0	0.0		unknown
uc2.ark+=13960=t6445ks3r				1823.0	1823.0	s	1823	    	London;Printed for W. Simpkin and R. Marshall [etc.;1823.	1823					PZ1.P819	2867251.0	enk	7691356	1	1.0	1.0	v.1	1.0	Popular tales and romances of the northern nations		True	Popular tales and romances of the northern nations	0.2725777965423339	0.1905755575691984		unknown
njp.32101069166229	Grattan, Thomas Colley	Grattan, Thomas Colley	1792-1864.	1823.0	1823.0	s	1823	    	London;Printed for G. and W.B. Whittaker ...;1823.	1823	Second edition.		English fiction			8836423.0	enk	7915321	2	13.0	13.0	vol. 1	1.0	High-ways and by-ways, or, Tales of the roadside : | picked up in the French provinces / | $c: By a walking gentleman.		True	High-ways and by-ways, or, Tales of the roadside : picked up in the French provinces	0.2187482415261638	0.0061444752622321	Thomas	m
nyp.33433074925748	Amory, Thomas	Amory, Thomas	1691?-1788?	1823.0	1823.0	s	1823	    	London;Published by Charles Stocking ...;1823.	1823					PR3315.A45L7	13179896.0	enk	8668708	1	1.0	1.0			The spirit of Buncle, or, The surprising adventures of that original and extraordinary character John Buncle, Esq.		True	The spirit of Buncle, or, The surprising adventures of that original and extraordinary character John Buncle, Esq	0.912640782484007	0.1920655132160672	Thomas	m
nyp.33433074890017	Viscountess, Melbourne, Caroline Ponsonby Lamb	Viscountess, Melbourne, Caroline Ponsonby Lamb	1785-1828.	1823.0	1823.0	s	1823	    	London;J. Murray;1823.	1823						37276708.0	enk	8669611	1	1.0	1.0	v. 2-3	2.0	Ada Reis, | a tale ...		True	Ada Reis, a tale	0.2752300744990968	0.0207406237445064	Melbourne	unknown
nyp.33433076096241	Swift, Jonathan	Swift, Jonathan	1667-1745.	1823.0	1745.0	s	1823	    	London;printed for Hector McLean;1823.	1823	Tale of a tub, Battle of the books, Gulliver's travels, Directions to servants, Polite conversations, Art of punning, Miscellaneous pieces in prose, &c.					37900552.0	enk	8681250	1	1.0	1.0	v. 1	1.0	The select works of Jonathan Swift : | containing the whole of his poetical works, the Tale of a Tab, Battle of the Books, Gulliver's travels, Directions to servants, Art of Punning, etc.		False	The select works of Jonathan Swift : containing the whole of his poetical works, the Tale of a Tab, Battle of the Books, Gulliver's travels, Directions to servants, Art of Punning, etc	0.7651367196345926	0.4249340576284285	Jonathan	m
nyp.33433086948258	Grimm, Jacob	Grimm, Jacob	1785-1863.	1823.0	1823.0	s	1823	    	London;Published by C. Baldwyn;1823-26.	1823-1826			Fairy tales			3877257.0	enk	8682127	1	1.0	1.0	v. 1	1.0	German popular stories : | translated from the Kinder und haus Marchen / | $c: collected by M. M. Grimm, from oral tradition.		True	German popular stories : translated from the Kinder und haus Marchen	0.2740368821086794	0.9995762091643118	Jacob	m
nyp.33433081558730	Mme., Panam, Pauline Adélaïde Alexandre	Mme., Panam, Pauline Adélaïde Alexandre	1793-1865.	1823.0	1823.0	|	1823	    	London;J. Fairburn;1823.	1823			Ernst|Duke of Saxe-Coburg-Gotha|1784-1844			4755966.0	enk	8698732	1	1.0	1.0			Memoirs of a young Greek lady : | Madame Pauline Adelaide Alexandre Panam, against His Serene Highness the reigning Prince of Saxe-Cobourg / | $c: translated by W.H. Ireland.		True	Memoirs of a young Greek lady : Madame Pauline Adelaide Alexandre Panam, against His Serene Highness the reigning Prince of Saxe-Cobourg	0.8768513270705902	0.017141426200302	Panam	unknown
uiuo.ark+=13960=t4mk6z79p	Roche, Regina Maria	Roche, Regina Maria	1764?-1845.	1823.0	1823.0	s	1823	    	London;Printed for A. K. Newman and Co.;1823.	1823						7026424.0	enk	8718484	1	1.6666666666666667	1.6666666666666667	v.1	1.0	Bridal of Dunamore;		True	Bridal of Dunamore;	0.0	0.0	Regina	f
uiuo.ark+=13960=t0js9xg2h	Balfour, Alexander	Balfour, Alexander		1823.0	1823.0	s	1823	    	London;Printed for A.K. Newman;1823.	1823						47876276.0	enk	8719851	1	1.0	1.0	v.1	1.0	The foundling of Glenthorn, or, The smuggler's cave		True	The foundling of Glenthorn, or, The smuggler's cave	0.0263325237759141	0.110277243841728	Alexander	m
uiuo.ark+=13960=t9571t58n	Grattan, Thomas Colley	Grattan, Thomas Colley	1792-1864.	1823.0	1823.0	m	1823	1824	London;G. and W.B. Whittaker;1823-1824.	1823-1824						4988103.0	enk	8720244	1	1.0	1.0	v.1-2	1.0	High-ways and by-ways;		True	High-ways and by-ways;	0.0	0.0	Thomas	m
uiuo.ark+=13960=t7np2dt9b	Cuthbertson, Catherine	Cuthbertson, Catherine		1823.0	1823.0	s	1823	    	London;Printed for Hurst, Robinson and Co.;Edinburgh;A. Constable & Co.;1823.	1823						2859760.0	enk	8720482	1	1.0	1.0	v.1	1.0	The hut and the castle		True	The hut and the castle	0.0998877680401628	0.1146315889788979	Catherine	f
uiuo.ark+=13960=t7kp8nj6v	Sutherland, Alexander	Sutherland, Alexander		1823.0	1823.0	s	1823	    	London;A.K. Newman;1823.	1823						13426805.0	enk	8721371	1	1.0	1.0	v.1	1.0	Macrimmon		True	Macrimmon	0.0382913159504741	0.028386590443537	Alexander	m
uiuo.ark+=13960=t77s82v6s	Gaspey, Thomas	Gaspey, Thomas	1788-1871.	1823.0	1823.0	s	1823	    	London;Longman;1823.	1823						13323912.0	enk	8722090	1	1.0	1.0	v.1	1.0	Other times; or, the monks of Leadenhall		True	Other times; or, the monks of Leadenhall	0.1668326356708346	0.0139323961223999	Thomas	m
uiuo.ark+=13960=t23b6pr80	Sullivan, Mary Ann	Sullivan, Mary Ann		1823.0	1823.0	s	1823	    	London;A.K. Newman and Co.;1823.	1823			823SU55O1823			82688894.0	enk	8722137	1	1.0	1.0	v.1	1.0	Owen Castle, or, Which is the heroine?		True	Owen Castle, or, Which is the heroine?	0.1419132956705533	0.0453182010649744	Mary	f
uiuo.ark+=13960=t8gf1dn6k	Beall, Noble Y	Beall, Noble Y		1823.0	1823.0	s	1823	    	Edinburgh;Printed for the author; sold by Bell & Bradfute;1823.	1823						12639439.0	stk	8722473	1	1.0	1.0	v.1	1.0	Precipitance;		True	Precipitance;	0.0	0.0	Noble	m
uiuo.ark+=13960=t6d22hw5w	Lockhart, J. G	Lockhart, J. G. (John Gibson)	1794-1854.	1823.0	1823.0	s	1823	    	Edinburgh;William Blackwood, Edinburgh; and T. Cadell, London;1823.	1823						230668590.0	stk	8722748	1	4.666666666666666	4.666666666666666	v.1	1.0	Reginald Dalton		True	Reginald Dalton	0.1084216404961434	0.2108633956417368	John	m
uiuo.ark+=13960=t3st86486	Meeke, Mary	Meeke, Mary	d. 1818.	1823.0	1818.0	s	1823	    	London;printed for A.K.Newman and Co.;1823.	1823						77321102.0	enk	8724237	1	1.0	1.0	v.1	1.0	What shall be, shall be		True	What shall be, shall be	0.0733333417762088	0.0574585068177889	Mary	f
uiuo.ark+=13960=t2f76vn98	Kennedy, Grace	Kennedy, Grace	1782-1825.	1823.0	1823.0	s	1823	    	London;Rivington;1823.	1823						54361258.0	enk	8724297	1	1.0	1.0	v.1	1.0	Willoughby;		True	Willoughby;	0.051354228938136	0.1374516475556449	Grace	f
yale.39002022481668	Panam, Pauline Adélaïde Alexandre, Mme	Panam, Pauline Adélaïde Alexandre, Mme	1793-1865.	1823.0	1823.0	s	1823	    	London;Sherwood, Jones, and co.;1823.	1823			1784-1844|Ernst I|duke of Saxe-Cobourg-Gotha		DD801.S2215P4	4109674.0	enk	8732259	2	2.0	2.0			Memoirs of a young Greek lady; | or, Madame Pauline Adelaide Alexandre Panam, versus His Most Serene Highness the reigning Prince of Saxe-Cobourg.		True	Memoirs of a young Greek lady; or, Madame Pauline Adelaide Alexandre Panam, versus His Most Serene Highness the reigning Prince of Saxe-Cobourg	0.8134500904876554	0.0149881137023764	Pauline	f
njp.32101004412126	Lady, Lamb, Caroline	Lamb, Caroline, Lady	1785-1828.	1823.0	1823.0	s	1823	    	London;J. Murray;1823.	1823						4364480.0	enk	8881724	1	1.0	1.0	vol.1	1.0	Ada Reis : | a tale / | $c: [by Lady Caroline Ponsonby Lamb].		True	Ada Reis : a tale	0.1583905452425953	0.0028647020002484	Caroline	f
njp.32101015324427	M'Donogh, Felix	M'Donogh, Felix	1768?-1836.	1823.0	1823.0	s	1823	    	London;H. Colburn and co.;1823.	1823					PZ3.M147H	9062221.0	enk	8884612	1	1.0	1.0	v.1	1.0	The hermit abroad. | $c: By the author of The hermit in London, and Hermit in the country.		True	The hermit abroad	0.19091679018938	0.0047891636735199	Felix	m
njp.32101057193177	Le Sage, Alain René	Le Sage, Alain René	1668-1747.	1823.0	1747.0	s	1823	    	London;Longman, Rees, Orme, Brown, and Green;1823.	1823	2d ed.,|corrected and considerably improved in three volumes ...					15708242.0	enk	8903803	2	1.3333333333333333	1.3333333333333333	v.1	1.0	The life and adventures of Guzman D'Alfarache, or The Spanish rogue, | $c: translated from the French edition of Mons. Le Sage by John Henry Brady.		False	The life and adventures of Guzman D'Alfarache, or The Spanish rogue	0.4725030482787998	0.1526891861032806	Alain	m
njp.32101064790320	Reed, Andrew	Reed, Andrew	1787-1862.	1823.0	1823.0	s	1823	    	London;Francis Westley, [etc.;1823.	1823			1793-1821|Reed, Martha		CT788.R4R3 1823	30462789.0	enk	8921566	1	1.0	1.0	vol. 1	1.0	Martha : | a memorial of an only and beloved sister / | $c: by Andrew Reed.		True	Martha : a memorial of an only and beloved sister	0.3724344053719821	0.0090076827356844	Andrew	m
njp.32101067708089	Bennett, William	Bennett, William		1823.0	1823.0	s	1823	    	London;Longman;1823.	1823						13278384.0	enk	8964933	1	1.0	1.0	vol.1	1.0	"The king of the Peak, | a romance. | $c: By the author of ""The cavalier"", &c."		True	The king of the Peak, a romance	0.0880205248825928	0.0148155982655962	William	m
njp.32101068169471	Galt, John	Galt, John	1779-1839.	1823.0	1823.0	s	1823	    	Glasgow;Dunn;1823?	1823						43480699.0	stk	8968500	1	1.0	1.0			Ringan Gilhaize; or, The times of the convenanters ...		True	Ringan Gilhaize; or, The times of the convenanters	0.3745997018447644	0.0995963339248837	John	m
njp.32101068971280	Kennedy, Grace	Kennedy, Grace	1782-1825.	1823.0	1823.0	s	1823	    	London;Rivington;1823.	1823						54361258.0	enk	8975821	1	1.0	1.0	vol.1	1.0	Willoughby; | or, Reformation; the influence of religious principles...		True	Willoughby; or, Reformation; the influence of religious principles	0.0696729703928026	0.1636851198832916	Grace	f
njp.32101067329647	Kelty, Mary Ann	Kelty, Mary Ann	1789-1873.	1823.0	1823.0	s	1823	    	London;Whittaker;1823.	1823	2d ed.					80709959.0	enk	9403999	1	1.0	1.0	vol.1	1.0	"Osmond; | a tale. | $c: By the author of ""The favourite of Nature."""		True	Osmond; a tale	0.0	0.0	Mary	f
hvd.32044086803400	Deacon, William Frederick	Deacon, William Frederick	1799-1845.	1823.0	1823.0	s	1823	    	London;M'Lean;1823.	1823						13326422.0	enk	9718667	1	1.0	1.0			The inn-keeper's album.		True	The inn-keeper's album	0.2259218458222896	0.0045146570843795	William	m
hvd.hwjvxb	Edgeworth, Maria	Edgeworth, Maria	1767-1849.	1823.0	1823.0	s	1823	    	London;printed for R. Hunter, etc.;1823.	1823	Seventh edition.|Contents: 1. Lame Jervas. The will. Limerick gloves. Out of debt, out of danger.--2. The lottery. Rosanna. Murad the unlucky. The manufacturers.--3. The contrast. The grateful Negro. To-morrow.					3588128.0	enk	9718955	1	1.0	1.0	v.2	2.0	Popular tales.	The lottery. Rosanna. Murad the unlucky. The manufacturers	True	The lottery. Rosanna. Murad the unlucky. The manufacturers	0.2942751496632443	0.4005648697774029	Maria	f
hvd.hwjvwl	Edgeworth, Maria	Edgeworth, Maria	1767-1849.	1823.0	1823.0	s	1823	    	London;printed for R. Hunter, etc.;1823.	1823	Seventh edition.|Contents: 1. Lame Jervas. The will. Limerick gloves. Out of debt, out of danger.--2. The lottery. Rosanna. Murad the unlucky. The manufacturers.--3. The contrast. The grateful Negro. To-morrow.					3588128.0	enk	9718955	1	1.0	1.0	v.3	3.0	Popular tales.	The contrast. The grateful Negro. To-morrow	True	The contrast. The grateful Negro. To-morrow	0.3019363798220168	0.7310345116426753	Maria	f
hvd.32044086802147				1823.0	1823.0	s	1823	    	London;T. and G. Underwood;1823.	1823						11612110.0	enk	9721690	1	1.0	1.0			Tales of my father, and my friends.		True	Tales of my father, and my friends	0.0	0.0		unknown
hvd.hn2iuf	Crabbe, George	Crabbe, George	1754-1832.	1823.0	1823.0	s	1823	    	London;J. Murray;1823.	1823						1963651.0	enk	9723259	1	1.0	1.0	v.4	4.0	The works | $c: of the Rev. George Crabbe ...		True	The works	0.7572105121799508	2.2605272971742355e-05	George	m
hvd.32044036895597	Jarvis, T. M	Jarvis, T. M		1823.0	1823.0	s	1823	    	London;J. Andrews;1823.	1823			Ghosts		BF1451.J3	5392013.0	enk	9724600	1	1.0	1.0	1823		Accredited ghost stories. | $c: Collected by T. M. Jarvis.		True	Accredited ghost stories	0.8956853671601037	0.0840483462220745	T	unknown
